DISTRICTNAME NEIGHBORHOODNAME N AVG_UNITPRICE Q1_UNITPRICE Q3_UNITPRICE IQR CV CLUSTER
Barajas "Casco Histórico de Barajas" 87 2847.003398000361 2552.0833333333335 3162.089201877934 610.0058685446006 0.13722543295773315 "Open block (new extensions)"
Centro Huertas-Cortes 85 6085.653774777673 5147.058823529412 6976.7441860465115 1829.6853625170995 0.12204680161085316 "Compact fabric (historic center)"
Retiro Adelfas 85 3967.7045599162734 3738.2608695652175 4166.666666666667 428.4057971014495 0.05734837151574381 "Open building 1 (compact)"
"Villa de Vallecas" "Casco Histórico de Vallecas" 85 1798.457088315782 1571.428571428571 2068.9655172413795 497.5369458128082 0.11699671704415844 "Open building 1 (compact)"
Centro Sol 83 4971.901514281507 4273.148148148148 5899.847416605282 1626.6992684571342 0.1927184005821299 "Compact block (expansion)"
"Villa de Vallecas" "Ensanche de Vallecas - La Gavia" 81 2715.4500507997027 2454.5454545454545 3016.9811320754716 562.4356775300171 0.13447560124464633 "Open building 1 (compact)"
Tetuán "Cuatro Caminos" 79 3694.036924838079 3378.676470588235 4081.196581196581 702.5201106083459 0.1092010497525118 "Open block (new extensions)"
"San Blas" Simancas 79 2874.037370753569 2271.7884615384614 3643.75 1371.9615384615386 0.14753199536965136 "Open building 1 (compact)"
Latina Lucero 78 2379.5701667383887 1952.9411764705883 2752.501424298533 799.5602478279447 0.1658152971434506 "Open building 1 (compact)"
Carabanchel "Buena Vista" 78 2289.3458295727023 2099.5238095238096 2741.7693552402293 642.2455457164197 0.1253929892627666 "Consolidated fabric (old neighborhoods)"
"Ciudad Lineal" "Pueblo Nuevo" 78 2349.30583391205 2182.7586206896553 2705.7104316546765 522.9518109650212 0.12463820379356086 "Open building 1 (compact)"
Barajas "Campo de las Naciones-Corralejos" 78 3882.79923885088 3394.246110889509 4347.826086956522 953.5799760670128 0.09811800446668996 "Single-family home 2 (low intensity)"
Retiro Estrella 76 3578.2320555237443 3027.777777777778 4173.0101128233355 1145.2323350455576 0.11422857149953793 "Single-family home 2 (low intensity)"
Chamartín Castilla 76 3849.5938501348546 3445.909090909091 4231.736140954018 785.8270500449271 0.10727411936686118 "Compact block (expansion)"
Retiro Adelfas 75 3910.362637719111 3666.239316239317 4072.088955522239 405.84963928292245 0.12927344216646397 "Single-family home 2 (low intensity)"
Usera "San Fermín" 75 1616.50386651318 1365.602564102564 1926.486013986014 560.8834498834499 0.1771085083381101 "Compact block (expansion)"
Centro Malasaña-Universidad 74 6217.313826880687 4624.184253246753 7653.061224489796 3028.876971243043 0.10256972804342232 "Compact block (expansion)"
Retiro "Niño Jesús" 74 4813.459239348962 4311.030092592593 5678.571428571428 1367.5413359788354 0.10479040033707591 "Single-family home 1 (medium intensity)"
Carabanchel "Pau de Carabanchel" 74 2922.929327783805 2567.5675675675675 3300.9763124199744 733.4087448524069 0.1690816833067646 "Single-family home 2 (low intensity)"
"San Blas" Arcos 74 3050.668285732864 2771.9444444444443 3533.1886636636636 761.2442192192193 0.12476934056268936 "Single-family home 2 (low intensity)"
"San Blas" Salvador 74 4166.591664179263 3966.6666666666665 4285.714285714285 319.0476190476188 0.04013284787479541 "Single-family home 2 (low intensity)"
Salamanca Guindalera 73 4138.591320721993 3913.0434782608695 4603.174603174603 690.1311249137339 0.1171278833713325 "Open Building 2 (Fine Grain)"
Fuencarral Pilar 73 3216.9922536786603 3040 3571.4285714285716 531.4285714285716 0.11380023011169207 "Single-family home 2 (low intensity)"
Carabanchel Opañel 73 3055.250090263549 2596.153846153846 3728.571428571429 1132.4175824175825 0.14037880068931555 "Single-family home 1 (medium intensity)"
Chamberí Vallehermoso 72 4552.344475542406 4077.746212121212 5156.207829719161 1078.461617597949 0.08263571859823154 "Compact block (expansion)"
Fuencarral "La Paz" 72 3495.435770292793 3301.5873015873017 3727.272727272727 425.6854256854258 0.10848049218469792 "Compact block (expansion)"
"Ciudad Lineal" Quintana 72 3085.843141856051 2568.1678921568628 4027.467105263158 1459.2992131062952 0.15417145211225064 "Compact block (expansion)"
Villaverde Butarque 72 1795.6164083036551 1526.276595744681 2072.7115488397194 546.4349530950385 0.174507483420111 "Compact fabric (historic center)"
"Villa de Vallecas" "Casco Histórico de Vallecas" 72 2151.9289769310267 1950 2699 749 0.1642173146106562 "Consolidated fabric (old neighborhoods)"
Moncloa "Ciudad Universitaria" 71 4742.85762734886 4000 6521.739130434783 2521.739130434783 0.1762591160069149 "Open building 1 (compact)"
Hortaleza "Pinar del Rey" 71 3234.28170755712 2837.837837837838 3820.855614973262 983.0177771354242 0.16132266615027238 "Single-family home 2 (low intensity)"
Fuencarral "Arroyo del Fresno" 70 3991.8144338834736 3731.456043956044 4285.714285714285 554.2582417582412 0.08029034481690475 "Complete neighborhood"
Centro Palacio 70 4467.628040415537 3668.5975609756097 5320.422535211268 1651.8249742356584 0.17783548542438807 "Compact block (expansion)"
Villaverde "San Andrés" 70 1136.299200013726 1074.2471443406023 1200 125.75285565939748 0.03522410021074021 "Consolidated fabric (old neighborhoods)"
"Puente de Vallecas" "Palomeras sureste" 69 1617.5426837385814 1421.4469696969695 1923.076923076923 501.62995337995335 0.13973636041197882 "Open block (new extensions)"
"Puente de Vallecas" Portazgo 68 1533.6343526044052 1285.7142857142858 1826.530612244898 540.8163265306123 0.13033090434956857 "Single-family home 2 (low intensity)"
"Ciudad Lineal" Colina 68 4102.351761878364 3654.486685739436 4725.230414746544 1070.7437290071075 0.12110045552979404 "Compact fabric (historic center)"
Hortaleza "Valdebebas - Valdefuentes" 68 4010.8701102288414 3994.565217391305 4299.44891391794 304.88369652663596 0.1221414915429254 "Single-family home 2 (low intensity)"
Fuencarral Fuentelarreina 67 3288.5566705225365 3048.317823908375 3652.287234042553 603.9694101341775 0.07739360196950959 "Open building 1 (compact)"
Fuencarral Fuentelarreina 67 3881.4065382379313 3178.0413673324383 4956.203007518797 1778.1616401863585 0.11414769863003728 "Single-family home 2 (low intensity)"
"Ciudad Lineal" Atalaya 67 4475.081960740593 3978.0219780219777 5192.5865800865795 1214.5646020646018 0.10506546565829752 "Compact block (expansion)"
Villaverde "San Andrés" 67 2014.0137325386488 1639.5491803278687 2486.184210526316 846.6350301984471 0.10823478529904108 "Compact fabric (historic center)"
Chamberí Vallehermoso 66 4261.069343436818 3956.975481067659 4852.122784045125 895.1473029774652 0.134364927931501 "Open building 1 (compact)"
Latina Campamento 66 2524.9344793790992 2153.846153846154 2814.4021739130435 660.5560200668897 0.12824566945601246 "Open building 1 (compact)"
Usera "12 de Octubre-Orcasur" 66 2093.362518776336 1849.7474747474744 2403.0612244897957 553.3137497423211 0.10448441910052549 "Single-family home 2 (low intensity)"
"San Blas" Salvador 66 3448.771600477107 2921.3483146067415 4012.096774193548 1090.7484595868068 0.14016304607062804 "Consolidated fabric (old neighborhoods)"
Hortaleza "Valdebebas - Valdefuentes" 65 3933.308844907799 3387.417218543046 4486.486486486487 1099.0692679434403 0.108584126592618 "Consolidated fabric (old neighborhoods)"
Vicálvaro Ambroz 65 1856.3577434391248 1656.7164179104475 2125 468.2835820895523 0.0978620317386429 "Open block (new extensions)"
"San Blas" Arcos 65 1949.335360328673 1747.3118279569892 2133.7078651685392 386.3960372115501 0.09210915910622144 "Compact block (expansion)"
Arganzuela Chopera 64 3445.7168178062916 2996.3583333333336 4018.041237113402 1021.6829037800684 0.128169900612713 "Open block (new extensions)"
Arganzuela "Palos de Moguer" 64 4002.942832449464 3490.3846153846152 4275.9740259740265 785.5894105894113 0.1207063304579197 "Open Building 2 (Fine Grain)"
Tetuán "Cuatro Caminos" 64 3265.512011367431 2882.6530612244896 3771.929824561403 889.276763336914 0.10979400613560132 "Open Building 2 (Fine Grain)"
Moncloa Argüelles 64 3895.3948889370886 3227.2727272727275 4621.67438093034 1394.4016536576123 0.13526280635269045 "Open building 1 (compact)"
Usera "12 de Octubre-Orcasur" 64 1499.1048306034438 1290.8280206435943 1634.3843843843842 343.5563637407897 0.13436839911536627 "Compact fabric (historic center)"
"Puente de Vallecas" Portazgo 62 1918.617319388124 1678.7941787941788 2174.9305555555557 496.1363767613768 0.10584137370576346 "Compact block (expansion)"
"San Blas" Canillejas 62 2088.7510743012413 1731.159420289855 2350.490196078431 619.3307757885759 0.15879895549055936 "Open building 1 (compact)"
Usera Moscardó 61 3047.486193743609 2800 3363.095238095238 563.0952380952381 0.08334846662455861 "Single-family home 2 (low intensity)"
"Puente de Vallecas" "San Diego" 61 1496.9316003260828 1248.6486486486488 1750 501.3513513513512 0.11629752084665992 "Single-family home 2 (low intensity)"
Moncloa "Casa de Campo" 60 4649.8550812141975 3750.8361204013377 5824.750830564784 2073.9147101634467 0.10543540570303432 "Single-family home 2 (low intensity)"
Hortaleza "Pinar del Rey" 60 2309.0791522873233 1997.9591836734692 2640.714285714286 642.7551020408166 0.1781931534132499 "Open block (new extensions)"
Moratalaz Horcajo 57 2823.217925083069 2246.376811594203 3358.208955223881 1111.8321436296778 0.1901994842265362 "Complete neighborhood"
Tetuán "Cuatro Caminos" 57 6028.629769938012 6018.518518518518 7096.774193548387 1078.255675029869 0.1264737984948678 "Compact fabric (historic center)"
Moratalaz Horcajo 57 2823.217925083069 2246.376811594203 3358.208955223881 1111.8321436296778 0.1901994842265362 "Single-family home 2 (low intensity)"
"Ciudad Lineal" "San Pascual" 57 3988.8582719482342 3362.5 4722.222222222223 1359.7222222222226 0.09856901029007371 "Consolidated fabric (old neighborhoods)"
"Ciudad Lineal" Colina 56 4208.880823185809 3880 4970 1090 0.13715292686083655 "Consolidated fabric (old neighborhoods)"
Latina Lucero 55 2953.794549553565 2658.6345381526103 3268.380552444942 609.7460142923319 0.08762017777182045 "Consolidated fabric (old neighborhoods)"
"Ciudad Lineal" "San Juan Bautista" 54 4085.371105424812 3392.8571428571427 5382.999353587589 1990.1422107304463 0.1727755513474244 "Compact fabric (historic center)"
"San Blas" Rosas 54 3403.7551820873987 2947.027170077629 4113.207547169812 1166.1803770921829 0.10966183526351328 "Consolidated fabric (old neighborhoods)"
Fuencarral Mirasierra 53 3548.581579254964 3294.1176470588234 3554.3478260869565 260.2301790281331 0.10075473796803916 "Compact block (expansion)"
Usera Almendrales 53 2498.4667850105834 1909.090909090909 3100 1190.909090909091 0.12539112904108193 "Compact fabric (historic center)"
Moncloa Argüelles 52 4263.528418591028 3749.711049468331 5180.722891566265 1431.0118420979345 0.18339603417530612 "Compact block (expansion)"
Retiro Jerónimos 51 5692.6911040419645 4716.981132075472 6237.121212121212 1520.1400800457404 0.1976225895390091 "Compact fabric (historic center)"
Chamartín "Nueva España" 51 4645.519923886548 4008.487750279816 5332.310347498322 1323.8225972185055 0.11678280851294258 "Consolidated fabric (old neighborhoods)"
Carabanchel "San Isidro" 51 3289.1081715485366 2949.0808823529414 3840.579710144927 891.4988277919861 0.10518059389749256 "Compact fabric (historic center)"
Fuencarral "Arroyo del Fresno" 50 4085.764857408378 3897.0687858259503 4528.351881293058 631.2830954671072 0.0831616172989393 "Single-family home 2 (low intensity)"
Moratalaz "Media Legua" 49 2187.459652917228 1780 2730.46875 950.46875 0.15958897418129853 "Single-family home 2 (low intensity)"
Hortaleza "Valdebebas - Valdefuentes" 49 3688.534624718237 3516.1870503597124 3908.3333333333335 392.14628297362106 0.09780699076343503 "Compact fabric (historic center)"
Hortaleza "Virgen del Cortijo - Manoteras" 49 2500.5788549795084 2319.512195121951 2683.3333333333335 363.8211382113823 0.11593592768415462 "Compact fabric (historic center)"
Moncloa Valdezarza 48 3457.767029948306 3338.2586450247 4075.6410256410254 737.3823806163255 0.15834079830350334 "Consolidated fabric (old neighborhoods)"
"Ciudad Lineal" "San Pascual" 48 3714.906959488415 3461.5384615384614 4333.333333333333 871.7948717948716 0.20116842319308703 "Open building 1 (compact)"
"Villa de Vallecas" "Santa Eugenia" 48 2190.3502177245286 1705.6361607142858 2597.222222222222 891.5860615079364 0.1466941148218833 "Consolidated fabric (old neighborhoods)"
Vicálvaro "El Cañaveral - Los Berrocales" 47 1931.6191545221488 1726.4219576719577 2158.542224810716 432.1202671387584 0.08697759420529394 "Complete neighborhood"
Hortaleza Palomas 47 3929.7990092478694 3243.2359842809083 4545.454545454545 1302.2185611736368 0.2232103865713008 "Consolidated fabric (old neighborhoods)"
Hortaleza Canillas 47 3458.728703251861 2739.969834087481 4386.068888578999 1646.0990544915176 0.15660232662043955 "Open building 1 (compact)"
Vicálvaro "El Cañaveral - Los Berrocales" 47 1931.6191545221488 1726.4219576719577 2158.542224810716 432.1202671387584 0.08697759420529394 "Open building 1 (compact)"
Chamartín Castilla 46 4252.436284997898 3627.272727272727 4502.35294117647 875.0802139037428 0.15769823477871503 "Consolidated fabric (old neighborhoods)"
"Ciudad Lineal" "San Pascual" 46 3988.168843586078 3343.54204476709 4838.333333333333 1494.791288566243 0.1410101485533937 "Single-family home 2 (low intensity)"
Hortaleza "Pinar del Rey" 46 3770.1179146544473 2851.163663663664 4906.25 2055.086336336336 0.1163431048920502 "Consolidated fabric (old neighborhoods)"
Fuencarral "El Pardo" 45 2314.8442589758665 2013.888888888889 2500 486.1111111111111 0.1954749878545619 "Complete neighborhood"
"San Blas" Rejas 45 3157.8082704117664 2943.2624113475176 3393.75 450.4875886524824 0.08493198084856236 "Consolidated fabric (old neighborhoods)"
Salamanca Guindalera 44 3909.58143972028 3841.4634146341464 4589.041095890411 747.5776812562649 0.1927069332507748 "Open building 1 (compact)"
Chamartín Bernabéu-Hispanoamérica 44 5031.618342448943 4415.643620299979 6177.884615384615 1762.240995084636 0.12655832478380058 "Open block (new extensions)"
Barajas "Casco Histórico de Barajas" 44 2491.1665320937886 2262.6561686621553 2728.639240506329 465.98307184417354 0.10229277827403088 "Compact fabric (historic center)"
Hortaleza "Pinar del Rey" 43 2604.00919326564 2076.923076923077 3742.559523809524 1665.6364468864467 0.1887977269481803 "Compact fabric (historic center)"
Arganzuela Imperial 42 3178.5158010326254 2728.9473684210525 3753.3611255862425 1024.41375716519 0.14298495706944564 "Compact fabric (historic center)"
"Ciudad Lineal" Concepción 42 3906.079466282829 3434.8006644518273 4186.046511627907 751.2458471760801 0.1718581962953891 "Open building 1 (compact)"
Arganzuela Delicias 41 3762.8967499726177 3595.505617977528 4072.164948453608 476.6593304760804 0.06897671000412728 "Compact block (expansion)"
Usera Pradolongo 41 1496.4252672494042 1279.7297297297298 1644.7368421052631 365.0071123755333 0.15399969924289106 "Open building 1 (compact)"
"Ciudad Lineal" Costillares 41 3684.950893684296 3323.809523809524 4206.7307692307695 882.9212454212457 0.07175506735294256 "Compact fabric (historic center)"
Arganzuela Legazpi 40 4224.454483238729 4114.285714285715 4342.657407407407 228.37169312169223 0.06366728090304818 "Compact fabric (historic center)"
"Puente de Vallecas" Numancia 40 1852.7869320144137 1586.4898989898988 2170.517857142857 584.027958152958 0.08516520779934357 "Open building 1 (compact)"
Hortaleza "Virgen del Cortijo - Manoteras" 40 3888.45129538858 3609.247967479675 4162.393162393162 553.1451949134871 0.0633659192189922 "Consolidated fabric (old neighborhoods)"
"Villa de Vallecas" "Casco Histórico de Vallecas" 40 1572.637132247222 1606.5848214285716 1726.6666666666667 120.08184523809518 0.12223473362270612 "Compact block (expansion)"
Barajas Aeropuerto 39 2144.7789818673677 1861.9215291750504 2400 538.0784708249498 0.07661894584489333 "Complete neighborhood"
Salamanca "Fuente del Berro" 39 4620.389875144669 4092.12924025792 5133.003766478343 1040.874526220423 0.07271053473181242 "Compact fabric (historic center)"
Carabanchel "Vista Alegre" 39 2372.9962281105145 2158.035714285714 2720 561.9642857142858 0.05003402398726826 "Single-family home 2 (low intensity)"
Barajas Aeropuerto 39 2144.7789818673677 1861.9215291750504 2400 538.0784708249498 0.07661894584489333 "Compact fabric (historic center)"
"Ciudad Lineal" "Pueblo Nuevo" 38 3015.539054633641 2767.06165359943 3346.4566929133857 579.3950393139557 0.11513272092626356 "Single-family home 2 (low intensity)"
Hortaleza Sanchinarro 38 3944.4899928101618 3615.8340048348105 4769.965277777778 1154.1312729429678 0.17118526043373075 "Consolidated fabric (old neighborhoods)"
Retiro Pacífico 37 3918.020431688904 3540.1459854014597 4166.666666666667 626.5206812652073 0.10092798800491802 "Single-family home 2 (low intensity)"
Chamberí Vallehermoso 37 4616.498839677422 4160 5250 1090 0.1367814583917228 "Compact fabric (historic center)"
Fuencarral "Tres Olivos - Valverde" 37 3498.0031521605083 3254.5454545454545 3888.8888888888887 634.3434343434342 0.13345091969122322 "Consolidated fabric (old neighborhoods)"
Usera Pradolongo 37 1826.2588237369011 1602.7397260273972 2000 397.2602739726028 0.16034810899201368 "Compact block (expansion)"
Salamanca Recoletos 36 7951.825773918839 7238.805970149254 9775 2536.194029850746 0.11808088088091832 "Compact fabric (historic center)"
Fuencarral "Las Tablas" 36 3738.575681710798 3038.127090301003 4661.016949152542 1622.889858851539 0.08419835509505068 "Compact block (expansion)"
Barajas Timón 36 3087.9776577377147 2843.75 3368.7315198107626 524.9815198107626 0.0889642954665839 "Consolidated fabric (old neighborhoods)"
Moncloa Valdemarín 35 4808.34868067414 4451.923076923077 4780.952380952381 329.0293040293036 0.14947677619633654 "Compact fabric (historic center)"
Villaverde "Los Rosales" 35 2197.2526931215702 2002.4969733656176 2358.035714285714 355.53874092009664 0.15032845245398208 "Single-family home 2 (low intensity)"
"San Blas" Canillejas 35 2185.3082446634476 1997.79299847793 2207.7031114952465 209.9101130173165 0.19461031657067937 "Compact fabric (historic center)"
Carabanchel "Buena Vista" 34 1799.536703112373 1637.987012987013 2005.597014925373 367.61000193836003 0.1169847865862424 "Open Building 2 (Fine Grain)"
Villaverde "San Andrés" 34 1365.4522085000517 1110.341299019608 1500 389.658700980392 0.27047034729373515 "Compact block (expansion)"
"San Blas" Canillejas 34 2138.5247245233822 1749.7844827586207 2561.2150199885778 811.430537229957 0.11043042217124734 "Single-family home 2 (low intensity)"
Carabanchel "Puerta Bonita" 33 1160.58269321377 1100 1238.095238095238 138.09523809523807 0.04871903454747758 "Single-family home 2 (low intensity)"
"Ciudad Lineal" Atalaya 33 3915.308479191909 3510.5263157894738 4200 689.4736842105262 0.09398122879767112 "Open building 1 (compact)"
Retiro "Niño Jesús" 31 6275.998550555852 5480.46875 6808.510638297872 1328.041888297872 0.1588215528722352 "Compact fabric (historic center)"
Usera Almendrales 31 2666.990728701141 2522.7272727272725 3211.2794612794614 688.5521885521889 0.19222177832022833 "Consolidated fabric (old neighborhoods)"
"Puente de Vallecas" Numancia 31 1689.4183785827604 1456.890682746547 1925.925925925926 469.03524317937854 0.12197631456039804 "Consolidated fabric (old neighborhoods)"
Latina Águilas 30 2161.1801457124043 1898.529411764706 2307.6923076923076 409.16289592760177 0.20211707962527417 "Compact fabric (historic center)"
"Puente de Vallecas" "Palomeras Bajas" 30 1895.748385596788 1758.531746031746 2201.2867647058824 442.7550186741364 0.13576649192023357 "Open building 1 (compact)"
"Puente de Vallecas" Numancia 30 1850.523366355997 1449.8756631299734 2372.690259943627 922.8145968136536 0.1800915378988631 "Single-family home 2 (low intensity)"
Centro Lavapiés-Embajadores 29 5412.092456441359 4733.333333333333 6293.103448275862 1559.7701149425293 0.05415510000808466 "Compact fabric (historic center)"
Salamanca Lista 29 5525.741014328611 5264.705882352941 6266.666666666667 1001.9607843137256 0.24126017715162204 "Compact fabric (historic center)"
Moncloa Valdemarín 29 4102.7520422556945 3911.1111111111113 4384.615384615385 473.50427350427344 0.09773662072516612 "Open building 1 (compact)"
Latina "Los Cármenes" 29 2593.401041605542 2466.6666666666665 2697.4137931034484 230.74712643678183 0.05300137518523874 "Consolidated fabric (old neighborhoods)"
"Ciudad Lineal" "Pueblo Nuevo" 29 3092.571168960929 2180 4074.074074074074 1894.074074074074 0.18289084786319584 "Compact fabric (historic center)"
"Ciudad Lineal" Quintana 29 3637.934588690536 3083.3333333333335 4653.225806451613 1569.8924731182792 0.1406137590594783 "Consolidated fabric (old neighborhoods)"
Hortaleza Palomas 29 3880.7539483626206 3306.7484662576685 4390.243902439024 1083.4954361813557 0.08727562179275104 "Compact block (expansion)"
"San Blas" Salvador 29 2790.022654648904 2429.5774647887324 2928.5714285714284 498.993963782696 0.16493045903990394 "Open building 1 (compact)"
Retiro "Niño Jesús" 28 4414.477991889509 3874.242424242425 5213.374672312966 1339.1322480705417 0.14294319621282436 "Single-family home 2 (low intensity)"
Vicálvaro Ambroz 28 2369.005131016342 2188.636363636364 2381.6680137401495 193.03165010378552 0.12098633437292922 "Consolidated fabric (old neighborhoods)"
"San Blas" Arcos 28 1821.0160981592005 1411.111111111111 2031.637619617225 620.5265085061139 0.15121551020929705 "Open building 1 (compact)"
"San Blas" Rosas 28 2793.780905865382 2657.3529411764707 2933.07044079516 275.7174996186891 0.09081315025172662 "Open block (new extensions)"
Barajas "Alameda de Osuna" 28 2968.863819298143 2766.24893797791 3156.25 390.0010620220901 0.08878672062480918 "Compact fabric (historic center)"
Moncloa "Casa de Campo" 27 3547.6652307657127 3080.570291777188 4200.663349917082 1120.093058139894 0.11022491838887792 "Compact block (expansion)"
Centro Malasaña-Universidad 26 5160.5307666081435 4291.7400574765925 6666.666666666667 2374.9266091900745 0.25548153779331834 "Open block (new extensions)"
Chamberí Almagro 26 6024.349725627066 5182.926829268293 7181.203605514316 1998.2767762460237 0.08212563990807824 "Compact fabric (historic center)"
Carabanchel "San Isidro" 26 2314.0448956095724 1995.3917050691243 2943.108974358974 947.7172692898498 0.18948719917847315 "Single-family home 1 (medium intensity)"
Carabanchel "Buena Vista" 26 1816.7364987070785 1443 1996.1734693877552 553.1734693877552 0.17066315956861383 "Open building 1 (compact)"
"Puente de Vallecas" Portazgo 26 1849.0881763102416 1623.3830845771142 2142.8571428571427 519.4740582800284 0.11399308056769042 "Compact fabric (historic center)"
Arganzuela Delicias 25 2907.4479090419536 1982.843137254902 3829.787234042554 1846.9440967876517 0.11551138725795836 "Open Building 2 (Fine Grain)"
Fuencarral "El Pardo" 25 2004.3961554904135 1666.6666666666667 2402.5974025974024 735.9307359307356 0.13248139682180385 "Open building 1 (compact)"
Carabanchel Abrantes 25 1821.4868186360484 1332.4175824175825 2623.8938053097345 1291.476222892152 0.14009638633765956 "Open building 1 (compact)"
Usera "San Fermín" 25 1613.7646252110078 1355.9322033898304 1846.1538461538464 490.22164276401577 0.08005549894990077 "Open building 1 (compact)"
Villaverde Butarque 25 1604.8658201539724 1363.6363636363635 1807.2289156626507 443.59255202628697 0.14394914990273996 "Compact block (expansion)"
Latina Lucero 24 2466.5062798102954 1894.0217391304348 3017.857142857143 1123.8354037267084 0.06468617687959795 "Single-family home 2 (low intensity)"
Moratalaz Pavones 24 2592.093508746993 2305.5460164835163 3150 844.4539835164837 0.09290968892388791 "Single-family home 2 (low intensity)"
Moncloa Aravaca 23 4051.3996516812767 3562.852112676056 4563.492063492064 1000.6399508160076 0.0988867342113492 "Compact block (expansion)"
Carabanchel Opañel 23 2529.077679187833 2142.8571428571427 3069.767441860465 926.9102990033224 0.09248729420247503 "Open building 1 (compact)"
Hortaleza "Conde Orgaz-Piovera" 23 4455.920006454628 3119.9874686716794 6258.333333333334 3138.3458646616546 0.1492766398991928 "Open building 1 (compact)"
Chamartín "Ciudad Jardín" 22 4972.889265950708 4710.691823899371 5220.1468912245155 509.4550673251442 0.0811647422291915 "Compact fabric (historic center)"
Tetuán "Bellas Vistas" 22 3653.5004984654624 3120.567857142857 4056.818181818182 936.2503246753248 0.13056785048609884 "Single-family home 1 (medium intensity)"
Moratalaz Vinateros 22 2440.1460511813366 2328.2099290780143 2726.7045454545455 398.4946163765312 0.1106141324682124 "Open building 1 (compact)"
Villaverde "Los Rosales" 22 1691.7750887868865 1485.8333333333333 1993.640350877193 507.8070175438598 0.14286765959224643 "Compact block (expansion)"
Carabanchel Abrantes 21 1110.9748978713446 1050 1160 110 0.05545492332939924 "Consolidated fabric (old neighborhoods)"
"Ciudad Lineal" Costillares 21 3909.9614263654335 3425.925925925926 4447.368421052632 1021.4424951267056 0.05059863905318106 "Compact block (expansion)"
"San Blas" Simancas 21 2680.188470809305 2450.943396226415 3000 549.0566037735848 0.09463781612814684 "Compact fabric (historic center)"
Chamartín Bernabéu-Hispanoamérica 20 5462.652625269601 4673.076923076923 6462.738095238095 1789.6611721611723 0.11564576642241572 "Consolidated fabric (old neighborhoods)"
Fuencarral "El Pardo" 20 2771.370230993601 2372.2854526425954 3425.62134502924 1053.3358923866444 0.06988277216860549 "Compact fabric (historic center)"
Fuencarral "La Paz" 20 3898.066717410707 3722.4793912492073 4500 777.5206087507927 0.1111566537904879 "Compact fabric (historic center)"
Fuencarral "Las Tablas" 20 4117.629840965918 3834.5864661654136 4393.939393939394 559.3529277739804 0.04117841289296099 "Compact fabric (historic center)"
Fuencarral "Arroyo del Fresno" 20 3766.2815523878176 3599.7474747474744 4015.9438775510207 416.19640280354633 0.07267532317114485 "Consolidated fabric (old neighborhoods)"
Usera Orcasitas 20 1489.1482951520466 1243.809523809524 1527.0426829268297 283.2331591173056 0.22058997310158676 "Consolidated fabric (old neighborhoods)"
Arganzuela Delicias 19 4065.3645558720104 3901.0875248353022 4511.029411764706 609.9418869294036 0.12602593731593206 "Compact fabric (historic center)"
Salamanca Guindalera 19 5090.496480921012 4360.46511627907 6352.272727272728 1991.8076109936585 0.09534682389973644 "Single-family home 2 (low intensity)"
Fuencarral Fuentelarreina 19 3335.3578660873686 3054.1871921182264 3516.6666666666665 462.47947454844007 0.08701492752801324 "Consolidated fabric (old neighborhoods)"
"Puente de Vallecas" Entrevías 19 1360.2007182099426 1254.2737154150198 1524.0530303030305 269.7793148880105 0.08103958887639548 "Open building 1 (compact)"
"San Blas" Canillejas 19 2299.172077920747 2068.701923076923 2714.285714285714 645.5837912087914 0.1922902573374088 "Consolidated fabric (old neighborhoods)"
Tetuán Ventilla-Almenara 18 2437.136544456145 2146.7261904761904 2621.4285714285716 474.7023809523812 0.09970614957902116 "Consolidated fabric (old neighborhoods)"
Fuencarral "La Paz" 18 3404.198612873715 3039.783653846154 3804.964539007092 765.1808851609385 0.08203505490505958 "Consolidated fabric (old neighborhoods)"
"Ciudad Lineal" Quintana 18 2391.9469919510702 2254.901960784314 2622.583686940123 367.681726155809 0.05436564868271874 "Single-family home 1 (medium intensity)"
Villaverde Butarque 18 1857.324939266687 1620.8333333333333 1861.1111111111109 240.2777777777776 0.11346092782296444 "Open building 1 (compact)"
"San Blas" Simancas 18 2837.466511754983 2627.7372262773724 3090.6561355311355 462.9189092537631 0.0569064923304308 "Consolidated fabric (old neighborhoods)"
Retiro Jerónimos 17 4254.274740049307 3724.4897959183672 4807.692307692308 1083.2025117739404 0.12248713826226008 "Single-family home 2 (low intensity)"
Moncloa "Ciudad Universitaria" 17 4154.432147141025 4257.8125 5061.538461538462 803.7259615384619 0.17834952568636012 "Compact fabric (historic center)"
Moncloa Valdezarza 17 4266.966243553989 3387.5 5000 1612.5 0.08748438438925724 "Single-family home 2 (low intensity)"
"Ciudad Lineal" Quintana 17 3044.3213134784214 2285.714285714286 4271.844660194175 1986.1303744798893 0.11283784253300666 "Compact fabric (historic center)"
Hortaleza Sanchinarro 17 3036.4001920966043 2063.4920634920636 4478.260869565217 2414.7688060731534 0.18804721530720384 "Open building 1 (compact)"
Centro Palacio 16 4628.46248870684 4472.3557692307695 5127.677021030292 655.3212517995225 0.14275698939618467 "Open building 1 (compact)"
Centro Chueca-Justicia 16 6769.253658552745 6132.075471698113 7234.726688102894 1102.6512164047808 0.05585333278670639 "Compact block (expansion)"
Centro Lavapiés-Embajadores 15 4328.175329886579 3537.037037037037 4880.555555555556 1343.5185185185187 0.10862083025399176 "Single-family home 2 (low intensity)"
