DISTRICTNAME NEIGHBORHOODNAME N AVG_UNITPRICE Q1_UNITPRICE Q3_UNITPRICE IQR CV CLUSTER
Moncloa "Casa de Campo" 372 3780.6321270734625 3282.467532467532 4237.627551020409 955.1600185528764 0.14445295486809678 "Complete neighborhood"
Usera Moscardó 365 1972.0133292430953 1733.3333333333333 2349.397590361446 616.0642570281127 0.1484000867005344 "Compact block (expansion)"
Carabanchel "Vista Alegre" 364 2018.0099391958595 1760.56338028169 2385.9523809523807 625.3890006706906 0.14249075648164558 "Compact block (expansion)"
Moratalaz Vinateros 363 2341.734560404322 2118.2795698924733 2593.6507936507937 475.3712237583204 0.10705361507055476 "Complete neighborhood"
"Ciudad Lineal" "San Juan Bautista" 363 3905.5967223657058 3303.968253968254 4625 1321.031746031746 0.1492574166275394 "Complete neighborhood"
Usera Orcasitas 361 1680.4043132089955 1322.2222222222222 2105.157894736842 782.9356725146199 0.1851446359594083 "Complete neighborhood"
"Puente de Vallecas" Portazgo 360 1662.6705377357944 1442.1686746987953 1915.601851851852 473.4331771530567 0.14269794480322034 "Open block (new extensions)"
Hortaleza "Apóstol Santiago" 358 2498.04560177219 2102.475845410628 2961.563981042654 859.088135632026 0.17844898273671603 "Complete neighborhood"
Chamartín "El Viso" 349 5692.522013696042 4787.878787878788 6724.137931034483 1936.2591431556948 0.1831559631539769 "Compact fabric (historic center)"
Retiro "Niño Jesús" 346 4117.184787772884 3670.817469204927 4700.032446463336 1029.214977258409 0.13494430045717995 "Compact block (expansion)"
Villaverde "San Cristóbal" 344 1276.49551685362 1111.923076923077 1417.7631578947369 305.84008097166 0.11956980240096172 "Complete neighborhood"
Moratalaz Marroquina 342 2662.0082346272643 2400 3000 600 0.12535886227489268 "Complete neighborhood"
Moratalaz Vinateros 341 2335.523470971881 2118.2795698924733 2583.3333333333335 465.05376344086017 0.10668485473248716 "Compact block (expansion)"
Tetuán Ventilla-Almenara 338 2757.2890198985233 2392.961286089239 3255.6659688995214 862.7046828102825 0.15216308588987723 "Open block (new extensions)"
Barajas "Casco Histórico de Barajas" 337 2829.3304082733152 2470.5882352941176 3308.0882352941176 837.5 0.1321307298232416 "Complete neighborhood"
Salamanca "Fuente del Berro" 336 4166.921410849554 3827.586206896552 4700 872.4137931034484 0.11046259965823824 "Compact block (expansion)"
Barajas "Alameda de Osuna" 327 3113.5797007650285 2850.081699346405 3409.090909090909 559.009209744504 0.0898906699769883 "Complete neighborhood"
Vicálvaro "Casco Histórico de Vicálvaro" 326 2025.686976430877 1800 2385.239065974796 585.2390659747962 0.13837205503121816 "Complete neighborhood"
Arganzuela Legazpi 323 4023.1717923342608 3487.6237623762377 4838.392287727104 1350.7685253508666 0.14052271541286862 "Single-family home 2 (low intensity)"
"San Blas" Arcos 321 1846.4016762950728 1675 2000 325 0.1961841891847734 "Open block (new extensions)"
Moncloa Argüelles 319 4977.339107347484 4052.53723110866 6271.186440677966 2218.649209569306 0.2137255671488242 "Compact fabric (historic center)"
Usera Almendrales 316 1817.0375945015617 1584.2948717948716 2092.7884615384614 508.49358974358984 0.14098656417059097 "Compact block (expansion)"
"San Blas" Hellín 312 1795.97056785912 1614.0350877192982 2000 385.9649122807018 0.11172593012715774 "Complete neighborhood"
"San Blas" Hellín 308 1787.9795852750144 1614.0350877192982 1999.9833333333331 385.9482456140352 0.09555316388482084 "Open block (new extensions)"
Centro Huertas-Cortes 307 4920.538961244413 4122.606217155073 5886.648351648351 1764.0421344932784 0.12804121312588534 "Single-family home 1 (medium intensity)"
Retiro Estrella 306 4278.3228127825105 3766.243895822029 4831.578947368421 1065.3350515463917 0.10043635480303108 "Compact block (expansion)"
Chamartín Prosperidad 305 4344.520909872019 3836.315789473684 5000 1163.6842105263158 0.14507824017825713 "Compact fabric (historic center)"
Hortaleza "Conde Orgaz-Piovera" 304 5129.88425781572 4478.93950886508 6026.424632352941 1547.4851234878615 0.09263545355737866 "Consolidated fabric (old neighborhoods)"
Centro Sol 301 5265.983515275867 4523.809523809524 6267.605633802817 1743.7961099932927 0.15699809827945055 "Single-family home 1 (medium intensity)"
"Puente de Vallecas" Entrevías 297 1561.912341662153 1373.3333333333333 1739.7260273972602 366.3926940639269 0.16195718855635224 "Open block (new extensions)"
"San Blas" Salvador 296 3397.167388176574 2901.4084507042253 4021.02534562212 1119.6168949178946 0.11178455815815788 "Complete neighborhood"
Villaverde "Los Rosales" 296 1543.9202007015351 1330.2652792413066 1800.2032520325204 469.9379727912137 0.15066613904350742 "Open block (new extensions)"
Usera "12 de Octubre-Orcasur" 292 1631.2309292179789 1321.6666666666663 2068.3333333333335 746.666666666667 0.1722016169699322 "Complete neighborhood"
Villaverde "Los Ángeles" 291 1598.307520385291 1410.427807486631 1825.3968253968253 414.9690179101942 0.19492715843683664 "Compact fabric (historic center)"
Usera "San Fermín" 290 1946.335861230905 1628.754171301446 2445.726495726496 816.9723244250501 0.15417928256781932 "Single-family home 2 (low intensity)"
Centro Chueca-Justicia 289 5747.914261978986 4923.780487804878 7142.857142857143 2219.076655052265 0.1421647874642812 "Single-family home 1 (medium intensity)"
Retiro Jerónimos 288 5482.282678239634 3936.4583333333335 7775.832841981132 3839.374508647799 0.17202363513889474 "Single-family home 1 (medium intensity)"
Retiro Estrella 285 3847.451035768852 3455.0561797752807 4350 894.9438202247193 0.1288109170089338 "Compact fabric (historic center)"
Chamberí Almagro 285 6527.255334268859 5862.745098039216 7500 1637.254901960784 0.11939819025356796 "Compact block (expansion)"
Chamartín "Nueva España" 284 5147.825913065525 4363.636363636364 5950 1586.363636363636 0.15099011886161656 "Compact block (expansion)"
Moncloa "Casa de Campo" 279 3621.2933680641854 3285.714285714286 4069.0476190476193 783.3333333333335 0.10257750510768476 "Open building 1 (compact)"
Fuencarral Peñagrande 274 3548.6296461695706 3058.823529411765 4199.32745825603 1140.503928844265 0.14254794867273926 "Single-family home 2 (low intensity)"
Carabanchel Comillas 273 2472.926978377344 2181.818181818182 2835.0515463917527 653.2333645735707 0.1150763363056368 "Open block (new extensions)"
Fuencarral "Tres Olivos - Valverde" 268 2243.075833084426 1984.6153846153843 2568.4189406099517 583.8035559945672 0.13772915385084986 "Compact block (expansion)"
Vicálvaro "Valdebernardo - Valderribas" 258 2552.2086967616433 2333.3333333333335 2850 516.6666666666665 0.10430464915859151 "Complete neighborhood"
Fuencarral Montecarmelo 254 4282.2179699818125 3956.974637681159 4747.8448275862065 790.870189905047 0.11962121384207695 "Complete neighborhood"
Chamberí Trafalgar 254 5594.711220380218 4655.379072535474 7112.617924528302 2457.238851992828 0.16453327186718297 "Open Building 2 (Fine Grain)"
Fuencarral Montecarmelo 254 4282.2179699818125 3956.974637681159 4747.8448275862065 790.870189905047 0.11962121384207695 "Single-family home 2 (low intensity)"
Moncloa Aravaca 252 3359.1034036647898 2741.935483870968 3988.28125 1246.3457661290322 0.1587830682403986 "Open block (new extensions)"
Retiro Adelfas 250 4134.07495049381 3653.652788688138 4918.918918918919 1265.266130230781 0.10846722449687549 "Single-family home 1 (medium intensity)"
Latina Aluche 250 2217.686528424424 1969.6969696969695 2441.818181818182 472.12121212121224 0.1117571134694158 "Open building 1 (compact)"
Latina "Los Cármenes" 249 2166.796880000336 2000 2622.9508196721313 622.9508196721313 0.1663226485759805 "Open block (new extensions)"
Barajas Timón 247 3066.9178089191605 2833.3333333333335 3523.809523809524 690.4761904761904 0.12677027188708576 "Complete neighborhood"
Tetuán "Bellas Vistas" 247 2926.507974539553 2400 3623.1884057971015 1223.1884057971015 0.19386350514461037 "Open block (new extensions)"
Fuencarral Peñagrande 247 2846.109673575272 2531.0344827586205 3291.7439703153987 760.7094875567782 0.18507609592361993 "Compact block (expansion)"
Tetuán Cuzco-Castillejos 246 4189.8781500273 3565.8769296741 4854.7008547008545 1288.8239250267548 0.16235822254729881 "Single-family home 1 (medium intensity)"
"Ciudad Lineal" "San Pascual" 246 3358.827754607833 2891.972140762463 4154.928697183099 1262.956556420636 0.16077410974054068 "Compact fabric (historic center)"
Usera Moscardó 245 2001.4242888462284 1692.3076923076924 2397.0588235294117 704.7511312217193 0.14489538283215986 "Open block (new extensions)"
Carabanchel Abrantes 244 1830.475552203336 1620.0471698113206 2097.17051377513 477.1233439638095 0.13866232698303602 "Open block (new extensions)"
Latina Lucero 239 2358.84715029815 2097.75641025641 2825.375329681477 727.6189194250669 0.140970151953477 "Compact fabric (historic center)"
"Ciudad Lineal" Concepción 239 2616.2437796488043 2262.45306122449 3289.4736842105262 1027.0206229860364 0.1437448137249529 "Open block (new extensions)"
Fuencarral Peñagrande 235 3571.524199326509 3154.6525864707683 4103.571428571428 948.9188421006602 0.12154674313142268 "Consolidated fabric (old neighborhoods)"
Vicálvaro "Valdebernardo - Valderribas" 235 2544.429167144706 2317.063492063492 2842.5 525.436507936508 0.10533689519622864 "Single-family home 2 (low intensity)"
Latina Aluche 233 2611.324003030635 2375 2918.181818181818 543.181818181818 0.1235091181154922 "Compact fabric (historic center)"
Moratalaz Marroquina 233 2603.046517238136 2444.4444444444443 2888.8888888888887 444.44444444444434 0.09843934629342932 "Compact block (expansion)"
Carabanchel "Buena Vista" 232 1814.3747230274817 1495.5902777777778 2108.3333333333335 612.7430555555557 0.15620855057304395 "Open block (new extensions)"
"Ciudad Lineal" Colina 229 4040.8087700972983 3579.710144927536 4687.5 1107.789855072464 0.1366042044331319 "Complete neighborhood"
"Puente de Vallecas" Entrevías 229 1268.4347655702743 1150.4424778761063 1392.5233644859811 242.08088660987505 0.08134130256022186 "Compact block (expansion)"
Fuencarral "Las Tablas" 227 3875.3005553641297 3526.785714285714 4386.1852433281 859.3995290423859 0.10811046244196253 "Single-family home 2 (low intensity)"
Moratalaz "Media Legua" 226 2434.738996842933 2128.1800391389434 2844.155844155844 715.9758050169007 0.13475791947861304 "Complete neighborhood"
"Puente de Vallecas" "Palomeras Bajas" 226 1914.9687534804575 1546.340909090909 2315.7894736842104 769.4485645933014 0.14792526965566186 "Single-family home 2 (low intensity)"
Moratalaz Fontarrón 226 2163.6018710285366 2001.7857142857144 2381.443943943944 379.6582296582296 0.09365760660835724 "Compact block (expansion)"
Moratalaz Fontarrón 226 2082.958081586182 1838.3333333333333 2366.247641509434 527.9143081761006 0.1235118253838518 "Open building 1 (compact)"
Salamanca Guindalera 224 3840.3910946654937 3517.6470588235293 4243.75 726.1029411764707 0.13172831839777632 "Compact block (expansion)"
Centro Palacio 223 4727.329787008709 4219.376693766938 5419.600938967136 1200.2242452001983 0.13679441847788296 "Single-family home 1 (medium intensity)"
Barajas "Campo de las Naciones-Corralejos" 222 3866.2282658327144 3526.134930643127 4290.271287642783 764.1363569996561 0.08194985088398389 "Complete neighborhood"
Moncloa "Ciudad Universitaria" 221 3538.2616755387567 2834.004048582996 4423.076923076923 1589.072874493927 0.17528454364997575 "Compact block (expansion)"
Latina Lucero 216 1965.6072392832496 1705.898268398268 2133.3333333333335 427.4350649350654 0.13911282775285527 "Compact block (expansion)"
Latina "Los Cármenes" 211 2103.7521196642833 1567.5675675675675 2937.5 1369.9324324324325 0.18156180632985244 "Compact block (expansion)"
Latina Campamento 207 2134.9541484207 1816.869918699187 2569.2853246044733 752.4154059052862 0.16627378444441063 "Compact block (expansion)"
Villaverde "San Cristóbal" 206 1218.5001356187963 1090.819209039548 1315.5594405594406 224.74023151989263 0.1224840091499979 "Compact block (expansion)"
Barajas Timón 203 3065.68742289753 2845.2380952380954 3540.833333333333 695.5952380952376 0.13433928276193438 "Compact block (expansion)"
Moratalaz Pavones 198 2196.2997627570116 1956.6277509334504 2440.972222222222 484.3444712887718 0.13046783429072967 "Complete neighborhood"
Fuencarral Mirasierra 198 3835.8670343815616 3461.5384615384614 4233.712121212121 772.1736596736596 0.07313920561988387 "Single-family home 2 (low intensity)"
Moncloa Aravaca 196 4046.538498772886 3653.061224489796 4496.621621621622 843.5603971318255 0.08399697485721225 "Single-family home 2 (low intensity)"
Carabanchel "Pau de Carabanchel" 196 2843.096241271563 2443.295718552937 3333.3333333333335 890.0376147803963 0.1355834980749873 "Consolidated fabric (old neighborhoods)"
Retiro Jerónimos 195 5375.008163872267 3931.034482758621 7960 4028.965517241379 0.19096471669918216 "Compact block (expansion)"
Fuencarral Pilar 193 3110.988479395958 2857.1428571428573 3531.746031746032 674.6031746031745 0.08892758283517108 "Compact fabric (historic center)"
Hortaleza "Valdebebas - Valdefuentes" 191 3918.34135386244 3539.963357380053 4361.818181818182 821.8548244381291 0.10280938123228438 "Complete neighborhood"
Moncloa Valdezarza 191 2723.296368982244 2376.3513513513512 3000 623.6486486486488 0.20248674592911 "Compact fabric (historic center)"
"Puente de Vallecas" Entrevías 191 1496.184746082548 1302.0833333333333 1694.4878472222222 392.4045138888889 0.21438241326611365 "Open Building 2 (Fine Grain)"
"Ciudad Lineal" Costillares 191 4199.1826852878885 3727.1317829457366 4954.954954954955 1227.823172009218 0.14922828760587517 "Consolidated fabric (old neighborhoods)"
Barajas "Casco Histórico de Barajas" 191 2867.8196433443795 2399.863636363636 3373.684210526316 973.8205741626798 0.12972622746695367 "Compact block (expansion)"
Chamartín Castilla 188 4193.401557081433 3747.329059829059 4969.290712468193 1221.9616526391335 0.10587441098148058 "Open building 1 (compact)"
Fuencarral "Tres Olivos - Valverde" 188 2334.9384931516743 1974.6666666666667 2705.8823529411766 731.2156862745098 0.19704639527320164 "Open block (new extensions)"
Tetuán "Bellas Vistas" 187 3211.6411911048476 2854.7619047619046 3780.8468137254904 926.0849089635858 0.22296089696330432 "Compact block (expansion)"
Moncloa "Ciudad Universitaria" 187 4086.6148274889015 3513.4111759799835 4857.142857142857 1343.7316811628734 0.1660251085741646 "Single-family home 2 (low intensity)"
Usera Orcasitas 187 1387.9197037415474 1269.2307692307693 1502.625 233.39423076923072 0.12570327075230414 "Compact block (expansion)"
Hortaleza Palomas 186 4563.0899047981 3883.559041744882 5250 1366.440958255118 0.15388143496209403 "Complete neighborhood"
Retiro Adelfas 186 3937.949585604819 3659.415935584665 4375 715.584064415335 0.10083673663332075 "Compact fabric (historic center)"
Villaverde "San Andrés" 183 1765.4089535957933 1509.433962264151 2118.4065934065934 608.9726311424424 0.16031245817065112 "Single-family home 2 (low intensity)"
Vicálvaro "Casco Histórico de Vicálvaro" 183 2063.183668840371 1745.0892857142858 2459.6424702058503 714.5531844915645 0.1210394076007968 "Compact block (expansion)"
Vicálvaro Ambroz 181 1824.437886732581 1574.074074074074 2045.6140350877192 471.5399610136451 0.26851600270203146 "Compact block (expansion)"
Moncloa Aravaca 180 4579.29280692423 4098.0392156862745 5116.883116883117 1018.843901196842 0.113907517167613 "Consolidated fabric (old neighborhoods)"
Barajas "Alameda de Osuna" 179 3005.04894499537 2769.230769230769 3245.6140350877195 476.3832658569504 0.08470964568258278 "Compact block (expansion)"
"San Blas" Rejas 177 2328.965057895994 1817.3076923076924 3130.6521739130435 1313.3444816053511 0.1538929360700007 "Open building 1 (compact)"
Hortaleza Canillas 176 3563.66701475435 3013.698630136986 4294.546897899365 1280.8482677623788 0.14176601272853767 "Consolidated fabric (old neighborhoods)"
Villaverde Butarque 176 1947.8812808469224 1654.2372881355932 2239.2361111111113 584.9988229755181 0.10938194153206827 "Consolidated fabric (old neighborhoods)"
Moratalaz Pavones 174 2146.6746535811567 1885.2148138704745 2408.5 523.2851861295258 0.116865182699692 "Open building 1 (compact)"
Usera "San Fermín" 171 1717.5595680605263 1444.4444444444443 1987.3417721518988 542.8973277074545 0.35495750402611614 "Compact fabric (historic center)"
"San Blas" Simancas 169 3479.3530143940193 3187.5 3761.904761904762 574.4047619047619 0.1030281334531796 "Single-family home 2 (low intensity)"
Arganzuela Delicias 168 4330.689252179533 4068.965517241379 4838.638373121132 769.6728558797522 0.1016064560929596 "Single-family home 2 (low intensity)"
Carabanchel Abrantes 167 2232.55863765624 1818.5885487528344 2906.1791721340805 1087.590623381246 0.1500490981264114 "Single-family home 2 (low intensity)"
"Puente de Vallecas" "Palomeras sureste" 165 1573.689715648108 1392.4050632911392 1818.1818181818185 425.77675489067906 0.20389898581641897 "Compact block (expansion)"
Moratalaz "Media Legua" 164 2488.574828090635 2180.128205128205 2827.3755947023274 647.2473895741223 0.1253729335337413 "Compact block (expansion)"
Usera "12 de Octubre-Orcasur" 162 1523.6093754497876 1249 1817.4166666666667 568.4166666666667 0.2075226933007307 "Consolidated fabric (old neighborhoods)"
Carabanchel Comillas 161 2232.953163167161 1988.76404494382 2686.567164179105 697.8031192352844 0.1298348951715621 "Compact fabric (historic center)"
Latina "Puerta del Ángel" 156 3115.938459537051 2575.585742771685 3621.810897435897 1046.225154664212 0.2523072245271791 "Compact block (expansion)"
Arganzuela Imperial 155 4208.360569292068 3742.8160919540232 4896.434937611408 1153.6188456573846 0.11803401128820848 "Single-family home 2 (low intensity)"
Retiro Ibiza 155 4507.310046367405 4286.842105263158 4875 588.1578947368416 0.08546365291719545 "Compact block (expansion)"
"Ciudad Lineal" "San Juan Bautista" 155 4158.139400816362 3692.542887630305 4758.364312267658 1065.8214246373527 0.1254537140527812 "Consolidated fabric (old neighborhoods)"
Usera Almendrales 154 1913.0203630525996 1633.6851851851852 2169.811320754717 536.1261355695319 0.16156336116218412 "Open block (new extensions)"
Fuencarral Fuentelarreina 153 3542.336170391858 3054.1871921182264 3959.731543624161 905.5443515059346 0.13825249336571235 "Complete neighborhood"
"Ciudad Lineal" "San Juan Bautista" 152 3609.765137377077 3204.0716240875913 4337.5 1133.428375912409 0.13833816414430972 "Open building 1 (compact)"
Centro Lavapiés-Embajadores 151 4441.222023693325 3986.301369863014 4946.428571428572 960.1272015655576 0.11156108721848174 "Compact block (expansion)"
Chamartín Prosperidad 150 4319.242420241875 3819.444444444444 5135.714285714285 1316.269841269841 0.11893098637055716 "Single-family home 2 (low intensity)"
Usera Orcasitas 150 2178.142346106941 1850.9968102073365 2570.0934579439254 719.0966477365889 0.14525772071728385 "Single-family home 2 (low intensity)"
Arganzuela Imperial 149 3487.265481410168 3118.0555555555557 4125 1006.9444444444443 0.1426625081463731 "Compact block (expansion)"
Chamartín Castilla 149 4167.31989008601 3851.851851851852 4745.762711864407 893.9108600125551 0.08690546123750668 "Single-family home 2 (low intensity)"
Chamartín Bernabéu-Hispanoamérica 147 5222.507381061984 4495.37037037037 5886.091724825523 1390.7213544551523 0.12953757939251584 "Open building 1 (compact)"
Latina Aluche 146 1878.0338249300216 1681.8181818181818 2212.720680958386 530.9024991402041 0.18780860101126892 "Open block (new extensions)"
Hortaleza "Conde Orgaz-Piovera" 146 4411.574891384566 4000 4942.143962848297 942.1439628482968 0.09195974333218872 "Single-family home 2 (low intensity)"
Usera Moscardó 145 2490.3570444522416 1927.0833333333333 3206.521739130435 1279.4384057971015 0.11693419512240368 "Compact fabric (historic center)"
Fuencarral Mirasierra 144 3858.7205680880593 3569.28999144568 4088.235294117647 518.945302671967 0.09187223918911208 "Open building 1 (compact)"
"Ciudad Lineal" Concepción 144 3129.374043932678 2731.958762886598 3658.227848101266 926.269085214668 0.1310792711322163 "Compact fabric (historic center)"
Barajas "Campo de las Naciones-Corralejos" 144 3857.281870054034 3564.661074974324 4185.21421107628 620.5531361019557 0.06534644373854268 "Consolidated fabric (old neighborhoods)"
Retiro Pacífico 143 3918.765897482484 3603.603603603603 4240 636.3963963963965 0.1261118813241882 "Compact block (expansion)"
Salamanca Guindalera 143 3627.384349101008 3348.214285714286 4075 726.7857142857142 0.11460220064565996 "Compact fabric (historic center)"
"Puente de Vallecas" "Palomeras sureste" 143 2414.8748062067825 2271.818181818182 2721.842105263158 450.02392344497594 0.09655545109223104 "Open building 1 (compact)"
"Ciudad Lineal" Concepción 143 3168.4217915783092 2863.6363636363635 3663.657770800628 800.0214071642645 0.13884410425696317 "Compact block (expansion)"
Vicálvaro Ambroz 143 1838.2684203464992 1608.3333333333333 2160 551.6666666666667 0.14030998375656495 "Compact fabric (historic center)"
"San Blas" Canillejas 143 1941.1949272633824 1554.9233661075766 2243.877551020408 688.9541849128316 0.2029275461749399 "Compact block (expansion)"
Hortaleza "Pinar del Rey" 137 3643.322841829955 2687.5 4880 2192.5 0.13269200799253136 "Open building 1 (compact)"
Chamartín "Nueva España" 134 5320.70199715832 4547.619047619048 6093.75 1546.1309523809523 0.1054398580213006 "Compact fabric (historic center)"
Vicálvaro "Casco Histórico de Vicálvaro" 134 1957.208849035208 1878.810975609756 2111.1111111111113 232.30013550135527 0.1520303595029679 "Open block (new extensions)"
Carabanchel Comillas 132 2004.4637445823832 1760 2251.2699564586355 491.26995645863553 0.14399890418876568 "Compact block (expansion)"
Chamartín "Ciudad Jardín" 131 4799.159832894421 3974.867724867725 5652.173913043478 1677.306188175753 0.10722635841991895 "Compact block (expansion)"
Villaverde "San Cristóbal" 131 1378.160858864792 1151.303242212333 1664.5833333333337 513.2800911210004 0.1131824510692146 "Open building 1 (compact)"
Arganzuela Chopera 130 3667.787841622384 3095.117051013278 4385.964912280701 1290.8478612674237 0.13625719950359003 "Open Building 2 (Fine Grain)"
Hortaleza "Apóstol Santiago" 130 2212.2057629292012 1901.7857142857144 2739.72602739726 837.940313111546 0.14635544749296286 "Compact fabric (historic center)"
Centro Malasaña-Universidad 129 6031.81973777279 5147.058823529412 8571.42857142857 3424.369747899159 0.1521094180822219 "Single-family home 1 (medium intensity)"
Villaverde Butarque 129 2107.535486805202 1908.3333333333333 2326.7241379310344 418.3908045977011 0.12407593679979358 "Single-family home 2 (low intensity)"
Arganzuela Imperial 128 3834.176452379984 3469.404255319149 4328.095238095238 858.6909827760887 0.10973137745013328 "Open building 1 (compact)"
Arganzuela "Palos de Moguer" 128 3752.78198525453 3116.2219101123596 4533.422459893048 1417.200549780688 0.15032353025539097 "Compact block (expansion)"
"Puente de Vallecas" Numancia 126 1809.1503372320328 1412.140019860973 2421.306818181818 1009.1667983208448 0.1677173922441894 "Compact fabric (historic center)"
Carabanchel Comillas 124 2972.706625534271 2564.2241379310344 3565.277777777778 1001.0536398467434 0.14086349377123 "Single-family home 1 (medium intensity)"
"Villa de Vallecas" "Santa Eugenia" 124 1852.302025037754 1516.778523489933 2110.116279069767 593.3377555798343 0.07971426740725594 "Compact block (expansion)"
"Puente de Vallecas" "Palomeras Bajas" 123 1823.6200358896103 1546.3917525773195 2141.4285714285716 595.0368188512521 0.13669842162409498 "Compact block (expansion)"
Tetuán Ventilla-Almenara 121 3706.409889786044 3456.521739130435 4166.666666666667 710.144927536232 0.11068601048684816 "Compact fabric (historic center)"
Hortaleza "Apóstol Santiago" 121 2381.2655243131335 2175 2722.222222222222 547.2222222222222 0.1026071611279732 "Open building 1 (compact)"
Moncloa Valdezarza 118 3151.6819841223773 2733.876811594203 3802.450980392157 1068.574168797954 0.13950707335570783 "Open block (new extensions)"
"San Blas" Salvador 118 3160.8203170672796 2857.7694235588974 3445.121951219512 587.3525276606147 0.10768143194020764 "Compact block (expansion)"
Fuencarral Peñagrande 117 3196.1488320967323 2777.777777777778 3561.6438356164385 783.8660578386607 0.12972718605637296 "Compact fabric (historic center)"
Fuencarral "Tres Olivos - Valverde" 117 2123.811956163534 1914.6341463414635 2400 485.3658536585365 0.13713786445773868 "Compact fabric (historic center)"
Chamartín "El Viso" 116 5258.951378773667 4783.7601326455415 6002.808988764045 1219.048856118504 0.08649811140159344 "Single-family home 1 (medium intensity)"
Barajas "Alameda de Osuna" 116 3313.876019302849 3097.127016129032 3600.2374751034167 503.1104589743845 0.09083606841456798 "Open building 1 (compact)"
Chamartín Castilla 115 4065.201868221304 3774.8344370860927 4520.54794520548 745.7135081193869 0.10160169785341217 "Compact fabric (historic center)"
Latina Campamento 114 2057.480736928573 1851.5965166908563 2291.6666666666665 440.0701499758102 0.11028984268089118 "Compact fabric (historic center)"
Hortaleza "Virgen del Cortijo - Manoteras" 113 3111.633941930039 2443.4347826086955 3961.290322580646 1517.8555399719498 0.13927363244327548 "Complete neighborhood"
"Ciudad Lineal" Atalaya 112 4253.147571281067 3688.1360332294903 4866.477272727273 1178.3412394977822 0.11129418187050062 "Complete neighborhood"
Hortaleza Palomas 110 5076.08800303122 4597.426470588235 5828.902515839786 1231.4760452515511 0.10705570085058204 "Single-family home 2 (low intensity)"
Carabanchel Comillas 108 2488.7663551732176 2195.042762115933 2848.9487179487182 653.9059558327854 0.12562128116105836 "Open Building 2 (Fine Grain)"
"Puente de Vallecas" Entrevías 107 1401.4082568429524 1224.4897959183672 1559.4583333333337 334.96853741496625 0.15500019316567487 "Consolidated fabric (old neighborhoods)"
Moncloa Aravaca 106 4554.055489369671 3839.423076923077 5486.111111111111 1646.6880341880342 0.1315867039858328 "Open building 1 (compact)"
Tetuán Berruguete 105 3250.3802771216015 3000 3644.06779661017 644.0677966101694 0.17068266698096332 "Single-family home 1 (medium intensity)"
Chamberí Arapiles 105 5011.961431786566 4181.818181818182 5616.666666666667 1434.848484848485 0.15875068925562444 "Open Building 2 (Fine Grain)"
Carabanchel "Pau de Carabanchel" 104 3041.457758676171 2829.1666666666665 3333.3333333333335 504.16666666666697 0.0840396644536099 "Open building 1 (compact)"
Fuencarral "Tres Olivos - Valverde" 103 1925.387301052731 1684.7826086956522 2080 395.21739130434776 0.1468218096175097 "Open building 1 (compact)"
"Puente de Vallecas" Portazgo 103 1783.284508085383 1642.156862745098 1952.0526960784312 309.8958333333335 0.11955801020775032 "Consolidated fabric (old neighborhoods)"
"Ciudad Lineal" "San Pascual" 101 3108.5401275390777 2810.810810810811 3583.3333333333335 772.5225225225226 0.0961499526189503 "Open block (new extensions)"
"San Blas" Simancas 100 2352.2768766168556 2066.974431818182 2655.714285714286 588.7398538961038 0.1839789327708571 "Compact block (expansion)"
Tetuán Ventilla-Almenara 99 3702.1548410418 3258.3167717964225 4347.826086956522 1089.5093151600995 0.13126961051280112 "Compact block (expansion)"
"Ciudad Lineal" Colina 97 3845.579637031715 3454.5454545454545 4397.058823529412 942.5133689839572 0.1338677075151023 "Compact block (expansion)"
Latina "Puerta del Ángel" 96 3191.095971844709 2852.3837601078167 3635.561497326203 783.1777372183865 0.08875749815666721 "Compact fabric (historic center)"
Moratalaz Marroquina 96 2877.3335094956497 2400 3454.5454545454545 1054.5454545454545 0.1209395053280481 "Single-family home 2 (low intensity)"
Hortaleza "Apóstol Santiago" 96 3040.0200892167304 2500 3750 1250 0.17700957921714025 "Compact block (expansion)"
"Ciudad Lineal" Concepción 95 3959.584645352431 3503.1114952463267 4353.571428571428 850.4599333251017 0.14817347161861852 "Consolidated fabric (old neighborhoods)"
Centro Palacio 94 4088.460522996196 3503.968253968254 4709.926470588235 1205.9582166199812 0.09805053130358352 "Compact fabric (historic center)"
Chamartín Prosperidad 94 4226.137227432962 3978.59437751004 4736.343700159489 757.7493226494494 0.1329641146185955 "Compact block (expansion)"
Villaverde Butarque 93 1575.7990556844331 1319.4444444444443 1955.128205128205 635.6837606837607 0.1092834750756177 "Open block (new extensions)"
Fuencarral "Las Tablas" 92 3910.545914913589 3590.0681148748154 4360.092474489796 770.0243596149803 0.09496573477478666 "Consolidated fabric (old neighborhoods)"
Centro Chueca-Justicia 91 6063.206278166388 4901.934322986955 7065.972222222223 2164.037899235268 0.19404408050711203 "Compact fabric (historic center)"
Centro Huertas-Cortes 90 6384.88263270647 5228.83295194508 7582.938388625593 2354.105436680513 0.1168377468213979 "Compact block (expansion)"
"Puente de Vallecas" Portazgo 90 1782.6334339574073 1490 1994.781746031746 504.781746031746 0.182957065231921 "Open building 1 (compact)"
"Villa de Vallecas" "Santa Eugenia" 90 1888.5536870660544 1800 2033.1295108259824 233.1295108259824 0.08847632702748887 "Open building 1 (compact)"
Arganzuela Imperial 88 3514.3651470726027 3145.256420545746 4094.4103081438006 949.1538875980546 0.119981071016355 "Single-family home 1 (medium intensity)"
