COD_NDP,DECRETO_LU,DISTRITO,DIRECCION,PLANTA,UNIDADES_VUT,EXPEDIENTE_LU,TIPO,RESOLUCION_LU,EXPEDIENTE_LF,DECRETO  LF,RESOLUCION_LF
11060020,Conceder,Distrito de Latina,CALLE SAN RUFO 4,BAJA,1,350/2024/03454,VIVIENDAS DE USO TURÍSTICO,27/09/24,350/2024/31940,21/12/24,Conceder
11010347,Conceder,Distrito de Arganzuela,CALLE DELICIAS 23,BAJA,1,350/2024/03729,VIVIENDAS DE USO TURÍSTICO,20/03/24,350/2025/00743,30/01/25,Conceder
31016329,Conceder,Distrito de Arganzuela,CALLE JOSE ANTONIO ZAPATA 10,BAJA,1,350/2024/03852,VIVIENDAS DE USO TURÍSTICO,29/02/24,350/2024/14549,20/05/24,Conceder
11006453,Conceder,Distrito de Centro,CALLE SANTA CRUZ DE MARCENADO 8,BAJA,1,350/2024/03892,VIVIENDAS DE USO TURÍSTICO,04/03/24,350/2025/25566,02/09/25,Conceder
31016329,Conceder,Distrito de Arganzuela,CALLE JOSE ANTONIO ZAPATA 10,BAJA,1,350/2024/04016,VIVIENDAS DE USO TURÍSTICO,05/03/24,350/2024/14662,23/05/24,Conceder
31016329,Conceder,Distrito de Arganzuela,CALLE JOSE ANTONIO ZAPATA 10,BAJA,1,350/2024/04075,VIVIENDAS DE USO TURÍSTICO,14/03/24,350/2024/14793,28/06/24,Conceder
11102125,Conceder,Distrito de Moratalaz,CALLE ARROYO FONTARRON 45,BAJA,1,350/2024/04192,VIVIENDAS DE USO TURÍSTICO,22/04/24,350/2024/24061,03/09/24,Conceder
11104422,Conceder,Distrito de Ciudad Lineal,CALLE IGNACIO ELLACURIA 12,BAJA,1,350/2024/04259,VIVIENDAS DE USO TURÍSTICO,08/03/24,350/2024/25090,04/10/24,Conceder
31016329,Conceder,Distrito de Arganzuela,CALLE JOSE ANTONIO ZAPATA 10,BAJA,1,350/2024/04549,VIVIENDAS DE USO TURÍSTICO,02/04/24,350/2024/14797,31/05/24,Conceder
31016329,Conceder,Distrito de Arganzuela,CALLE JOSE ANTONIO ZAPATA 10,BAJA,1,350/2024/04579,VIVIENDAS DE USO TURÍSTICO,11/03/24,350/2024/14827,31/05/24,Conceder
11001369,Conceder,Distrito de Centro,CALLE BASTERO 7,BAJA,1,350/2024/04590,VIVIENDAS DE USO TURÍSTICO,14/03/24,350/2024/38636,31/01/25,Conceder
11029509,Conceder,Distrito de Tetuan,CALLE JAEN 16,BAJA,1,350/2024/05140,VIVIENDAS DE USO TURÍSTICO,07/03/25,350/2025/08129,16/05/25,Conceder
11030789,Conceder,Distrito de Tetuan,CALLE BUSTARVIEJO 3,BAJA,1,350/2024/05227,VIVIENDAS DE USO TURÍSTICO,26/06/24,350/2025/12645,07/05/25,Conceder
11029741,Conceder,Distrito de Tetuan,CALLE AVILA 26,BAJA,1,350/2024/05228,VIVIENDAS DE USO TURÍSTICO,20/03/24,350/2024/21904,04/10/24,Conceder
20176922,Conceder,Distrito de Arganzuela,CALLE VILLOSLADA 6,BAJA,1,350/2024/05823,VIVIENDAS DE USO TURÍSTICO,12/09/24,350/2024/35827,23/01/25,Conceder
11001728,Conceder,Distrito de Centro,CALLE JUANELO 16,BAJA,1,350/2024/05925,VIVIENDAS DE USO TURÍSTICO,20/03/24,350/2025/09340,31/03/25,Conceder
20168652,Conceder,Distrito de Ciudad Lineal,CALLE GUTIERRE DE CETINA 44,BAJA,1,350/2024/05992,VIVIENDAS DE USO TURÍSTICO,22/10/24,350/2024/32325,17/01/25,Conceder
11029626,Conceder,Distrito de Tetuan,CALLE JAEN 11,BAJA,1,350/2024/06074,VIVIENDAS DE USO TURÍSTICO,14/02/25,350/2024/32141,19/02/25,Conceder
11000434,Conceder,Distrito de Centro,CALLE MESON DE PAÑOS 4,BAJA,1,350/2024/06155,VIVIENDAS DE USO TURÍSTICO,29/04/24,350/2025/05793,04/03/25,Conceder
11116717,Conceder,Distrito de Hortaleza,CALLE ANDORRA 27,BAJA,1,350/2024/06192,VIVIENDAS DE USO TURÍSTICO,23/08/24,350/2024/26813,17/10/24,Conceder
11005781,Conceder,Distrito de Centro,CALLE EL ESCORIAL 10,BAJA,1,350/2024/06364,VIVIENDAS DE USO TURÍSTICO,11/04/24,,,
11018620,Conceder,Distrito de Salamanca,CALLE IRIARTE 8,PRIMERA,1,350/2024/06444,VIVIENDAS DE USO TURÍSTICO,22/10/24,,,
11041224,Conceder,Distrito de Chamberi,CALLE ZURBANO 52,Baja,3,350/2024/06465,VIVIENDAS DE USO TURÍSTICO,21/05/25,350/2025/24255,21/08/25,Conceder
11007229,Conceder,Distrito de Centro,CALLE JACOMETREZO 15,PRIMERA,1,350/2024/06585,VIVIENDAS DE USO TURÍSTICO,11/04/24,350/2024/20281,12/07/24,Conceder
11040647,Conceder,Distrito de Chamberí,CALLE MANUEL CORTINA 3,BAJA,1,350/2024/06980,VIVIENDAS DE USO TURÍSTICO,17/04/24,350/2024/20354,23/09/24,Conceder
20138727,Conceder,Distrito de Barajas,CALLE AGUETOL 7,BAJA,2,350/2024/07178,VIVIENDAS DE USO TURÍSTICO,17/04/24,350/2024/20314,02/10/24,Conceder
11109468,Conceder,Distrito de Ciudad Lineal,CALLE SAMBARA 24,BAJA,1,350/2024/07288,VIVIENDAS DE USO TURÍSTICO,23/03/24,350/2024/21743,16/07/24,Conceder
11011819,Conceder,Distrito de Retiro,CALLE LIRA 1,PRIMERA,3,350/2024/07472,VIVIENDAS DE USO TURÍSTICO,11/04/24,350/2025/02633,04/02/24,Conceder
11038555,Conceder,Distrito de Chamberí,CALLE ANDRES MELLADO 20,BAJA,1,350/2024/07702,VIVIENDAS DE USO TURÍSTICO,11/04/24,350/2024/16143,11/06/24,Conceder
11065192,Conceder,Distrito de Latina,CALLE CAMARENA 168,BAJA,1,350/2024/07775,VIVIENDAS DE USO TURÍSTICO,10/06/24,350/2025/19308,11/08/25,Conceder
11009440,Conceder,Distrito de Arganzuela,CALLE ALICANTE 3,BAJA,1,350/2024/08322,VIVIENDAS DE USO TURÍSTICO,22/04/24,350/2024/27457,07/10/24,Conceder
11002731,Conceder,Distrito de Centro,CALLE AVE MARIA 38,BAJA,1,350/2024/08354,VIVIENDAS DE USO TURÍSTICO,14/06/24,350/2024/35381,28/11/24,Conceder
11137606,Conceder,Distrito de San Blas - Canillejas,CALLE NICOLASA GOMEZ 77,BAJA,1,350/2024/08461,VIVIENDAS DE USO TURÍSTICO,17/06/24,350/2024/33937,15/11/24,Conceder
11010358,Conceder,Distrito de Arganzuela,CALLE MURCIA 20,BAJA,3,350/2024/08918,VIVIENDAS DE USO TURÍSTICO,31/05/24,350/2025/09351,31/03/25,Conceder
11001885,Conceder,Distrito de Centro,CALLE RIBERA DE CURTIDORES 2,BAJA,1,350/2024/09407,VIVIENDAS DE USO TURÍSTICO,10/06/24,350/2024/32043,31/10/24,Conceder
11006237,Conceder,Distrito de Centro,CALLE SAN BERNARDO 87,BAJA,1,350/2024/09409,VIVIENDAS DE USO TURÍSTICO,30/04/24,350/2024/20284,17/10/24,Conceder
11006537,Conceder,Distrito de Centro,TRAVESÍA CONDE DUQUE 14,BAJA,2,350/2024/09627,VIVIENDAS DE USO TURÍSTICO,28/05/24,350/2025/05132,21/02/25,Conceder
11005861,Conceder,Distrito de Centro,CALLE MARQUES DE SANTA ANA 24,BAJA,1,350/2024/09692,VIVIENDAS DE USO TURÍSTICO,09/09/24,350/2024/30694,21/10/24,Conceder
31036263,Conceder,Distrito de Salamanca,AVENIDA CAMILO JOSE CELA 1,BAJA,1,350/2024/09896,VIVIENDAS DE USO TURÍSTICO,12/03/25,350/2025/18784,23/07/25,Conceder
11029802,Conceder,Distrito de Tetuan,CALLE AVILA 5,Baja,2,350/2024/09950,VIVIENDAS DE USO TURÍSTICO,28/05/25,,,
11018674,Conceder,Distrito de Salamanca,CALLE ANDRES TAMAYO 23,BAJA,1,350/2024/10028,VIVIENDAS DE USO TURÍSTICO,30/04/24,350/2024/26530,03/10/24,Conceder
11060657,Conceder,Distrito de Latina,CALLE JUAN TORNERO 39,BAJA,1,350/2024/10203,VIVIENDAS DE USO TURÍSTICO,04/02/25,350/2025/19935,16/01/26,Conceder
11016254,Conceder,Distrito de Salamanca,CALLE ELVIRA 16,BAJA,1,350/2024/10552,VIVIENDAS DE USO TURÍSTICO,19/02/25,350/2025/38272,16/12/25,Conceder
11036500,Conceder,Distrito de Tetuan,CALLE ALGODONALES 3,BAJA,1,350/2024/10649,VIVIENDAS DE USO TURÍSTICO,24/02/25,350/2025/33391,22/04/26,Conceder
11001579,Conceder,Distrito de Centro,CALLE DOCTOR CORTEZO 17,CUARTA,3,350/2024/10977,VIVIENDAS DE USO TURÍSTICO,12/06/24,350/2025/11920,29/04/25,Conceder
11035979,Conceder,Distrito de Tetuan                                ,CALLE ORQUIDEAS 2,Baja,1,350/2024/11212,VIVIENDAS DE USO TURÍSTICO,29/04/25,350/2025/26329,03/03/26,Conceder
20083544,Conceder,Distrito de Ciudad Lineal,CALLE RAQUEL MELLER 3,BAJA,1,350/2024/11447,VIVIENDAS DE USO TURÍSTICO,28/05/24,350/2025/03896,13/02/25,Conceder
11069018,Conceder,Distrito de Carabanchel,CALLE PEDRO YAGÜE 4,BAJA,1,350/2024/11968,VIVIENDAS DE USO TURÍSTICO,02/04/25,350/2025/15407,11/11/25,Conceder
11107884,Conceder,Distrito de Ciudad Lineal,CALLE GOMEZ DE AVELLANEDA 37,BAJA,1,350/2024/12084,VIVIENDAS DE USO TURÍSTICO,26/06/24,350/2024/27832,07/10/24,Conceder
11031222,Conceder,Distrito de Tetuan,CALLE JOSE 16,BAJA,1,350/2024/12875,VIVIENDAS DE USO TURÍSTICO,12/02/25,350/2025/07588,20/03/25,Conceder
11022504,Conceder,Distrito de Chamartín,CALLE CONSTANCIA 13,BAJA,1,350/2024/12947,VIVIENDAS DE USO TURÍSTICO,24/04/25,,,
11083774,Conceder,Distrito de Usera,CALLE HERMENEGILDO BIELSA 15,BAJA,1,350/2024/13701,VIVIENDAS DE USO TURÍSTICO,13/08/25,350/2025/35067,23/01/26,Conceder
11106402,Conceder,Distrito de Ciudad Lineal,CALLE ASCAO 35,BAJA,1,350/2024/15724,VIVIENDAS DE USO TURÍSTICO,25/11/24,350/2025/02102,17/02/24,Conceder
31022972,Conceder,Distrito de Villaverde,CALLE LAGUNA DEL MARQUESADO 9,BAJA,1,350/2024/15793,VIVIENDAS DE USO TURÍSTICO,09/08/24,350/2024/25039,10/10/24,Conceder
20183504,Conceder,Distrito de Vicálvaro,CALLE VILLAJIMENA 18,BAJA,1,350/2024/15997,VIVIENDAS DE USO TURÍSTICO,10/07/24,350/2024/36779,19/12/24,Conceder
11078868,Conceder,Distrito de Carabanchel,CALLE VIA LUSITANA 72,BAJA,1,350/2024/19507,VIVIENDAS DE USO TURÍSTICO,12/09/24,350/2024/32643,29/01/25,Conceder
11107185,Conceder,Distrito de Ciudad Lineal,CALLE SAN TELESFORO 11,BAJA,1,350/2024/19705,VIVIENDAS DE USO TURÍSTICO,28/08/24,350/2024/30098,14/10/24,Conceder
11141760,Conceder,Distrito de Barajas,CALLE AUTOGIRO 37,BAJA,1,350/2024/20192,VIVIENDAS DE USO TURÍSTICO,30/07/24,350/2025/01104,21/01/25,Conceder
11104836,Conceder,Distrito de Ciudad Lineal,CALLE HERMANOS GOMEZ 28,BAJA,1,350/2024/20208,VIVIENDAS DE USO TURÍSTICO,04/09/24,350/2024/32677,07/11/24,Conceder
11107185,Conceder,Distrito de Ciudad Lineal,CALLE SAN TELESFORO 11,BAJA,1,350/2024/20800,VIVIENDAS DE USO TURÍSTICO,30/07/24,350/2024/30077,14/10/24,Conceder
20060037,Conceder,Distrito de Hortaleza,CALLE ROQUETAS DE MAR 17,BAJA,1,350/2024/21342,VIVIENDAS DE USO TURÍSTICO,30/07/24,350/2026/06042,02/03/26,Conceder
11028126,Conceder,Distrito de Tetuan,CALLE CASTILLA 62,BAJA,1,350/2024/21450,VIVIENDAS DE USO TURÍSTICO,02/04/25,350/2025/12451,28/10/25,Conceder
31019860,Conceder,Distrito de Villa de Vallecas,CALLE ENTREPEÑAS 74,BAJA,1,350/2024/21464,VIVIENDAS DE USO TURÍSTICO,10/10/24,,,
11100636,Conceder,Distrito de Puente de Vallecas,CALLE GERARDO RUEDA 8,BAJA,1,350/2024/21822,VIVIENDAS DE USO TURÍSTICO,09/10/24,350/2025/02216,21/03/25,Conceder
11095643,Conceder,Distrito de Puente de Vallecas,CALLE ARROYO DEL OLIVAR 120,BAJA,2,350/2024/22403,VIVIENDAS DE USO TURÍSTICO,21/08/24,350/2024/31475,29/10/24,Conceder
11064657,Conceder,Distrito de Latina,CALLE OCAÑA 61,BAJA,2,350/2024/22549,VIVIENDAS DE USO TURÍSTICO,21/08/24,350/2025/18762,23/07/25,Conceder
11104305,Conceder,Distrito de Ciudad Lineal,CALLE MONTEJURRA 36,BAJA,1,350/2024/24163,VIVIENDAS DE USO TURÍSTICO,28/08/24,350/2024/33193,13/11/24,Conceder
11134071,Conceder,Distrito de San Blas - Canillejas,CALLE VALDECANILLAS 43,BAJA,2,350/2024/24391,VIVIENDAS DE USO TURÍSTICO,18/09/24,350/2025/03546,14/02/25,Conceder
11106142,Conceder,Distrito de Ciudad Lineal,CALLE ANTONIO PONZ 13,BAJA,1,350/2024/24487,VIVIENDAS DE USO TURÍSTICO,22/11/24,350/2025/24222,29/08/25,Conceder
11098220,Conceder,Distrito de Puente de Vallecas,CALLE SAN MIGUEL 9,BAJA,2,350/2024/25185,VIVIENDAS DE USO TURÍSTICO,20/09/24,350/2025/03264,12/02/25,Conceder
11104621,Conceder,Distrito de Ciudad Lineal,CALLE ASTORGA 18,BAJA,1,350/2024/25188,VIVIENDAS DE USO TURÍSTICO,09/10/24,350/2025/06269,07/03/25,Conceder
11045750,Conceder,Distrito de Fuencarral-El Pardo,AVENIDA CARDENAL HERRERA ORIA 171,BAJA,1,350/2024/25280,VIVIENDAS DE USO TURÍSTICO,20/09/24,350/2024/31144,22/10/24,Conceder
11045548,Conceder,Distrito de Fuencarral-El Pardo,CALLE ISLA DE TAVIRA 18,BAJA,1,350/2024/25422,VIVIENDAS DE USO TURÍSTICO,20/09/24,350/2024/29826,11/10/24,Conceder
11133014,Conceder,Distrito de Vicálvaro,CALLE VILLARDONDIEGO 17,BAJA,1,350/2024/25669,VIVIENDAS DE USO TURÍSTICO,18/09/24,350/2024/30931,29/10/24,Conceder
11132282,Conceder,Distrito de Vicálvaro,CALLE CONDESA VEGA DEL POZO 11,BAJA,2,350/2024/25670,VIVIENDAS DE USO TURÍSTICO,18/09/24,350/2024/37744,19/12/24,Conceder
11106232,Conceder,Distrito de Ciudad Lineal,CALLE ACHURI 9,BAJA,1,350/2024/25711,VIVIENDAS DE USO TURÍSTICO,18/09/24,350/2025/00779,23/01/25,Conceder
11106142,Conceder,Distrito de Ciudad Lineal,CALLE ANTONIO PONZ 13,BAJA,1,350/2024/25748,VIVIENDAS DE USO TURÍSTICO,20/09/24,,,
11107185,Conceder,Distrito de Ciudad Lineal,CALLE SAN TELESFORO 11,BAJA,1,350/2024/25756,VIVIENDAS DE USO TURÍSTICO,20/09/24,,,
11106159,Conceder,Distrito de Ciudad Lineal,CALLE EZEQUIEL SOLANA 100,BAJA,1,350/2024/25775,VIVIENDAS DE USO TURÍSTICO,24/10/24,,,
31015696,Conceder,Distrito de Ciudad Lineal,CALLE MANDARINA 6,BAJA,1,350/2024/26152,VIVIENDAS DE USO TURÍSTICO,07/10/24,350/2025/08976,31/03/25,Conceder
11127034,Conceder,Distrito de Villaverde,CALLE FUENTE DE LA CAPONA 14,BAJA,1,350/2024/26807,VIVIENDAS DE USO TURÍSTICO,04/11/24,350/2025/15800,12/06/25,Conceder
11104793,Conceder,Distrito de Ciudad Lineal,CALLE SAN GUMERSINDO 20,BAJA,1,350/2024/27610,VIVIENDAS DE USO TURÍSTICO,09/10/24,350/2025/01961,29/01/25,Conceder
11101810,Conceder,Distrito de Moratalaz,PLAZA ENCUENTRO 1,BAJA,1,350/2024/28080,VIVIENDAS DE USO TURÍSTICO,31/10/24,350/2024/35377,27/11/24,Conceder
11101810,Conceder,Distrito de Moratalaz,PLAZA ENCUENTRO 1,BAJA,1,350/2024/28093,VIVIENDAS DE USO TURÍSTICO,28/11/24,350/2024/36725,13/12/24,Conceder
11075557,Conceder,Distrito de Carabanchel,CALLE ALDAPA 4,BAJA,1,350/2024/28347,VIVIENDAS DE USO TURÍSTICO,02/03/25,,,
11140654,Conceder,Distrito de Barajas,CALLE PODEROSAS 32,BAJA,1,350/2024/28446,VIVIENDAS DE USO TURÍSTICO,22/11/24,350/2024/37342,31/10/25,Conceder
11091733,Conceder,Distrito de Puente de Vallecas    ,CALLE JUAN NAVARRO  30,BAJA,1,350/2024/28756,VIVIENDAS DE USO TURÍSTICO,17/12/24,350/2025/03791,20/02/26,Conceder
11007119,Conceder,Distrito de Centro ,CALLE SAN BERNARDO 20                                      ,PRIMERA,11,350/2024/28893,VIVIENDAS DE USO TURÍSTICO,22/11/24,,,
11105776,Conceder,Distrito de Ciudad Lineal   ,CALLE GUTIERRE DE CETINA 49                                ,BAJA,3,350/2024/28948,VIVIENDAS DE USO TURÍSTICO,12/01/25,,,
11109502,Conceder,Distrito de Ciudad Lineal    ,CALLE VIRGEN DE LLUC 24                                   ,BAJA,1,350/2024/29118,VIVIENDAS DE USO TURÍSTICO,25/11/24,350/2025/01563,29/01/25,Conceder
20150088,Conceder,Distrito de Villaverde    ,CALLE BENITA LOPEZ 23                                      ,BAJA,1,350/2024/29502,VIVIENDAS DE USO TURÍSTICO,31/10/24,350/2025/02584,03/02/25,Conceder
31070817,Conceder,Distrito de Villaverde,CALLE LAGUNA DEL MARQUESADO NUM 5,BAJA,1,350/2024/30349,VIVIENDAS DE USO TURÍSTICO,31/10/24,350/2024/34402,03/02/25,Conceder
11141758,Conceder,Distrito de Barajas,CALLE AUTOGIRO 42                                         ,BAJA,1,350/2024/31507,VIVIENDAS DE USO TURÍSTICO,21/01/25,,,
31070818,Conceder,Distrito de Villaverde,CALLE LAGUNA DEL MARQUESADO 3,CUARTA,1,350/2024/30377,VIVIENDAS DE USO TURÍSTICO,06/11/24,350/2024/34571,16/01/25,Conceder
11064837,Conceder,Distrito de Latina,CALLE VALMOJADO NUM 237,BAJA,1,350/2024/30482,VIVIENDAS DE USO TURÍSTICO,31/10/24,350/2024/37526,18/12/24,Conceder
31070818,Conceder,Distrito de Villaverde,CALLE LAGUNA DEL MARQUESADO NUM 3,PRIMERA,1,350/2024/30519,VIVIENDAS DE USO TURÍSTICO,31/10/24,350/2024/34389,23/07/25,Conceder
11104663,Conceder,Distrito de Ciudad Lineal      ,CALLE MARCELINO ALVAREZ 33                                ,BAJA,1,350/2024/30528,VIVIENDAS DE USO TURÍSTICO,25/11/24,350/2025/17762,12/06/25,Conceder
11095598,Conceder,Distrito de Puente de Vallecas  ,CALLE ALCALA DE GUADAIRA 30                                ,BAJA,1,350/2024/31130,VIVIENDAS DE USO TURÍSTICO,21/12/24,350/2025/06083,24/11/25,Conceder
31012413,Conceder,Distrito de Villaverde,CALLE LAGUNA DEL MARQUESADO 11                            ,BAJA,1,350/2024/31162,VIVIENDAS DE USO TURÍSTICO,06/11/24,350/2024/34028,11/07/25,Conceder
11024273,Conceder,Distrito de Chamartin,CALLE PUERTO RICO 24,Baja,5,350/2024/31664,VIVIENDAS DE USO TURÍSTICO,30/04/25,350/2025/20657,28/08/25,Conceder
11118061,Conceder,Distrito de Hortaleza,CALLE LOPEZ DE HOYOS 337,PRIMERA,1,350/2024/32424,VIVIENDAS DE USO TURÍSTICO,28/11/24,350/2025/03644,12/02/25,Conceder
11085223,Conceder,Distrito de Usera                                 ,CALLE FORNILLOS 32                                      ,BAJA,2,350/2024/33757,VIVIENDAS DE USO TURÍSTICO,21/01/25,,,
11046339,Conceder,Distrito de Fuencarral-El Pardo,CALLE CHANTADA 3                                ,BAJA,1,350/2024/32650,VIVIENDAS DE USO TURÍSTICO,13/12/24,350/2025/26410,02/09/25,Conceder
11106795,Conceder,Distrito de Ciudad Lineal      ,CALLE SANTURCE 7,BAJA,2,350/2024/33670,VIVIENDAS DE USO TURÍSTICO,28/11/24,350/2025/32959,29/10/25,Conceder
11108510,Conceder,Distrito de Ciudad Lineal                         ,CALLE BOLDANO  41                                         ,BAJA,1,350/2024/34007,VIVIENDAS DE USO TURÍSTICO,13/12/24,350/2025/00867,07/03/25,Conceder
11091409,Conceder,Distrito de Puente de Vallecas,CALLE EMILIO RABOSO  1,BAJA,1,350/2024/34350,VIVIENDAS DE USO TURÍSTICO,05/12/24,350/2025/10723,14/04/25,Conceder
11108013,Conceder,Distrito de Ciudad Lineal                         ,CALLE JOSE ARCONES GIL  13                                 ,BAJA,1,350/2024/36067,VIVIENDAS DE USO TURÍSTICO,21/01/25,,,
31031637,Conceder,Distrito de Ciudad Lineal                         ,CALLE EMILIO FERRARI  131                                  ,BAJA,2,350/2024/34590,VIVIENDAS DE USO TURÍSTICO,09/01/25,350/2025/14259,22/05/25,Conceder
11097667,Conceder,Distrito de Puente de Vallecas                    ,CALLE TANGER 40                                            ,BAJA,1,350/2024/34721,VIVIENDAS DE USO TURÍSTICO,21/01/25,350/2025/16134,03/06/25,Conceder
11074225,Conceder,Distrito de Carabanchel                           ,CALLE PINZON  21                                          ,BAJA,1,350/2024/35322,VIVIENDAS DE USO TURÍSTICO,04/02/25,350/2025/07536,18/03/25,Conceder
31012413,Conceder,Distrito de Villaverde                            ,CALLE LAGUNA DEL MARQUESADO  11                           ,BAJA,1,350/2024/35794,VIVIENDAS DE USO TURÍSTICO,10/10/25,350/2025/34918,30/12/25,Conceder
11104841,Conceder,Distrito de Ciudad Lineal                         ,CALLE HERMANOS GOMEZ  38                                   ,BAJA,2,350/2024/35872,VIVIENDAS DE USO TURÍSTICO,17/01/25,350/2025/11271,29/04/25,Conceder
11007401,Conceder,Distrito de Centro                                ,CALLE ADUANA  33                                          ,SEXTA,2,350/2024/35959,VIVIENDAS DE USO TURÍSTICO,23/01/25,350/2026/01440,21/01/26,Conceder
11090680,Conceder,Distrito de Puente de Vallecas                    ,CALLE BUENDIA  54                                         ,BAJA,1,350/2024/36840,VIVIENDAS DE USO TURÍSTICO,26/09/25,,,
11106202,Conceder,Distrito de Ciudad Lineal                         ,CALLE MARCELINO ROA VAZQUEZ  15                            ,BAJA,1,350/2024/36281,VIVIENDAS DE USO TURÍSTICO,12/03/25,350/2025/10046,04/04/25,Conceder
11092591,Conceder,Distrito de Puente de Vallecas                    ,AVENIDA SAN DIEGO  55                                     ,BAJA,1,350/2024/36506,VIVIENDAS DE USO TURÍSTICO,02/03/25,350/2025/09587,03/04/25,Conceder
11000237,Conceder,Distrito de Centro                                ,CALLE GRAN VIA  59                                        ,DECIMA,1,350/2024/36811,VIVIENDAS DE USO TURÍSTICO,21/01/25,350/2025/06091,12/03/25,Conceder
11007612,Conceder,Distrito de Centro                                ,CALLE CARRETAS 14                                     ,SEPTIMA,1,350/2024/37432,VIVIENDAS DE USO TURÍSTICO,12/01/26,,,
11007471,Conceder,Distrito de Centro                                ,CALLE CARRETAS 23,TERCERA,2,350/2024/37068,VIVIENDAS DE USO TURÍSTICO,14/02/25,350/2026/02066,28/01/26,Conceder
11107381,Conceder,Distrito de Ciudad Lineal                         ,CALLE ASCAO 58 ,BAJA,1,350/2024/37523,VIVIENDAS DE USO TURÍSTICO,21/02/25,350/2025/18164,01/08/25,Conceder
11106113,Conceder,Distrito de Ciudad Lineal                         ,CALLE LAGO CONSTANZA 93 ,BAJA,1,350/2024/37712,VIVIENDAS DE USO TURÍSTICO,19/02/25,350/2025/20484,05/08/25,Conceder
11106113,Conceder,Distrito de Ciudad Lineal                         ,CALLE LAGO CONSTANZA 93 ,BAJA,1,350/2024/37752,VIVIENDAS DE USO TURÍSTICO,19/02/25,350/2025/20724,05/08/25,Conceder
11106113,Conceder,Distrito de Ciudad Lineal                         ,CALLE LAGO CONSTANZA 93 ,BAJA,1,350/2024/37759,VIVIENDAS DE USO TURÍSTICO,19/02/25,350/2025/20479,09/07/25,Conceder
11074767,Conceder,Distrito de Carabanchel                           ,CALLE JUAN ALONSO 5,BAJA,4,350/2024/38118,VIVIENDAS DE USO TURÍSTICO,19/02/25,350/2025/30028,01/10/25,Conceder
11098311,Conceder,Distrito de Puente de Vallecas                    ,CALLE CARLOS SOLE 14,BAJA,1,350/2024/38120,VIVIENDAS DE USO TURÍSTICO,12/02/25,350/2025/30028,30/09/25,conceder
11000237,Conceder,Distrito de Centro                                ,CALLE GRAN VIA  59                                        ,DECIMA,1,350/2025/00294,VIVIENDAS DE USO TURÍSTICO,24/02/25,350/2025/12195,30/04/25,Conceder
11000237,Conceder,Distrito de Centro                                ,CALLE GRAN VIA  59                                        ,UNDECIMA,1,350/2025/00408,VIVIENDAS DE USO TURÍSTICO,02/03/25,350/2025/11545,30/04/25,Conceder
11000237,Conceder,Distrito de Centro                                ,CALLE GRAN VIA  59                                        ,UNDECIMA,1,350/2025/00429,VIVIENDAS DE USO TURÍSTICO,24/02/25,350/2025/08666,28/03/25,Conceder
11091669,Conceder,Distrito de Puente de Vallecas                    ,CALLE PICO CEBOLLERA 45,BAJA,1,350/2025/00498,VIVIENDAS DE USO TURÍSTICO,19/02/25,350/2025/25099,04/09/25,Conceder
11104705,Conceder,Distrito de Ciudad Lineal                         ,PLAZA BAMI 29,BAJA,1,350/2025/00503,VIVIENDAS DE USO TURÍSTICO,24/02/25,350/2025/15470,23/07/25,Conceder
20146261,Conceder,Distrito de Barajas                               ,CALLE AGRAMUNT 2,BAJA,1,350/2025/01541,VIVIENDAS DE USO TURÍSTICO,07/02/25,350/2026/06207,05/03/26,Conceder
11096559,Conceder,Distrito de Puente de Vallecas                    ,CALLE LEON FELIPE 8                                        ,BAJA,1,350/2025/01918,VIVIENDAS DE USO TURÍSTICO,12/02/25,,,
11046678,Conceder,Distrito de Fuencarral-El Pardo,PLAZA RIBADEO 5,BAJA,2,350/2025/01992,VIVIENDAS DE USO TURÍSTICO,30/04/25,350/2025/17327,23/07/25,Conceder
11036965,Conceder,Distrito de Tetuan                                ,CALLE RUIZ PALACIOS 30,BAJA,1,350/2025/03847,VIVIENDAS DE USO TURÍSTICO,16/09/25,350/2025/34273,20/01/26,Conceder
11105120,Conceder,Distrito de Ciudad Lineal                         ,CALLE HERMANOS MACHADO 46                                  ,BAJA,1,350/2025/03915,VIVIENDAS DE USO TURÍSTICO,18/03/25,350/2025/15548,12/06/25,Conceder
11101178,Conceder,Distrito de Puente de Vallecas                    ,CALLE CARLOS SOLE 66                                        ,BAJA,1,350/2025/03927,VIVIENDAS DE USO TURÍSTICO,19/03/25,350/2025/16120,02/06/25,Conceder
11047070,Conceder,Distrito de Fuencarral-El Pardo                   ,AVENIDA LLANO CASTELLANO 7                               ,BAJA,1,350/2025/04132,VIVIENDAS DE USO TURÍSTICO,13/03/25,350/2025/33032,29/10/25,Conceder
11011458,Conceder,Distrito de Retiro                                ,CALLE LOS MESEJO 17                                         ,BAJA,1,350/2025/04157,VIVIENDAS DE USO TURÍSTICO,13/03/25,350/2025/09234,31/03/25,Conceder
11093542,Conceder,Distrito de Puente de Vallecas                    ,CALLE PUERTO DE ARLABAN  90                                11093542,BAJA,1,350/2025/04382,VIVIENDAS DE USO TURÍSTICO,28/03/25,350/2025/39152,16/12/25,Conceder
11036099,Conceder,Distrito de Tetuan                                ,CALLE AZUCENAS 51                                          ,BAJA,1,350/2025/04841,VIVIENDAS DE USO TURÍSTICO,23/04/25,,,
