COD_NDP,DECRETO_LU,DISTRITO,DIRECCION,PLANTA,UNIDADES_VUT,EXPEDIENTE_LU,TIPO,RESOLUCION_LU,EXPEDIENTE_LF,DECRETO  LF,RESOLUCION_LF
11104498,Conceder,Distrito de Ciudad Lineal                         ,CALLE BENIDORM 3                                          ,BAJA,1,350/2025/05172,VIVIENDAS DE USO TURÍSTICO,21/03/25,350/2025/22713,28/08/25,Conceder
11095597,Conceder,Distrito de Puente de Vallecas                    ,CALLE ALCALA DE GUADAIRA 32                               11095597,Baja,1,350/2025/05332,VIVIENDAS DE USO TURÍSTICO,22/05/25,,,
11095595,Conceder,Distrito de Puente de Vallecas                    ,CALLE ALCALA DE GUADAIRA 36                             ,Baja,1,350/2025/05434,VIVIENDAS DE USO TURÍSTICO,16/05/25,,,
11064061,Conceder,Distrito de Latina                                ,PASEO EXTREMADURA 254                                    ,BAJA,1,350/2025/05621,VIVIENDAS DE USO TURÍSTICO,03/04/25,,,
11109674,Conceder,Distrito de Ciudad Lineal                         ,CALLE VIRGEN DEL PUIG 1                        ,BAJA Y PRIMERA,1,350/2025/05569,VIVIENDAS DE USO TURÍSTICO,14/04/25,350/2025/20476,05/08/25,Conceder
20026698,Conceder,Distrito de Usera                                 ,CALLE PERPETUA DIAZ 18                                   ,BAJA,1,350/2025/05610,VIVIENDAS DE USO TURÍSTICO,02/04/25,350/2026/07996,17/03/26,Conceder
11095597,Conceder,Distrito de Puente de Vallecas                    ,CALLE ALCALA DE GUADAIRA 32     ,Baja,1,350/2025/06076,VIVIENDAS DE USO TURÍSTICO,16/05/25,,,
11070812,Conceder,Distrito de Carabanchel                           ,CALLE RADIO 30                             ,BAJA,1,350/2025/05655,VIVIENDAS DE USO TURÍSTICO,02/04/25,350/2025/13023,13/05/25,Conceder
31030774,Conceder,Distrito de Villa de Vallecas                     ,AVENIDA CERRO MILANO 139                    ,BAJA,1,350/2025/05771,VIVIENDAS DE USO TURÍSTICO,04/04/25,350/2025/22304,12/06/25,Conceder
11085783,Conceder,Distrito de Usera                                 ,CALLE CRISTO DE LA VICTORIA  111                           ,BAJA,1,350/2025/06458,VIVIENDAS DE USO TURÍSTICO,08/04/25,350/2025/13898,09/06/25,Conceder
11099022,Conceder,Distrito de Puente de Vallecas                    ,CALLE LOPEZ GRASS 35                                       ,BAJA,1,350/2025/07046,VIVIENDAS DE USO TURÍSTICO,04/04/25,350/2025/11997,30/04/25,Conceder
11036500,Conceder,Distrito de Tetuan                                ,CALLE ALGODONALES 3                                      ,Baja,1,350/2025/07459,VIVIENDAS DE USO TURÍSTICO,23/04/25,350/2025/15333,28/05/25,Conceder
31024215,Conceder,Distrito de Villa de Vallecas                     ,CALLE PUENTEDEY 3                                        ,Baja,1,350/2025/07498,VIVIENDAS DE USO TURÍSTICO,25/04/25,350/2025/24227,03/09/25,Conceder
11086192,Conceder,Distrito de Usera                                 ,CALLE ANTONIO VELASCO ZAZO 41                  ,Baja,1,350/2025/07960,VIVIENDAS DE USO TURÍSTICO,21/05/25,350/2025/18931,18/07/25,Conceder
11099701,Conceder,Distrito de Puente de Vallecas                    ,CALLE SIERRA TOLEDANA 41        ,Baja,2,350/2025/08374,VIVIENDAS DE USO TURÍSTICO,21/05/25,350/2025/22837,27/08/25,Conceder
11069452,Conceder,Distrito de Carabanchel                           ,CALLE INMACULADA CONCEPCION 40          ,Baja,1,350/2025/09282,VIVIENDAS DE USO TURÍSTICO,22/08/25,350/2025/28036,30/04/26,Conceder
11030595,Conceder,Distrito de Tetuan                                ,AVENIDA BRASIL 17                                         ,Decima,1,350/2025/08826,VIVIENDAS DE USO TURÍSTICO,23/04/25,350/2025/13668,21/05/25,Conceder
11030595,Conceder,Distrito de Tetuan                                ,AVENIDA BRASIL 17                                             ,Decima,1,350/2025/08841,VIVIENDAS DE USO TURÍSTICO,07/05/25,350/2025/13669,28/05/25,Conceder
11046963,Conceder,Distrito de Fuencarral-El Pardo                   ,CALLE ARZOBISPO MORCILLO 20             ,Baja,1,350/2025/08897,VIVIENDAS DE USO TURÍSTICO,16/05/25,350/2025/25237,03/09/25,Conceder
11028969,Conceder,Distrito de Tetuan                                ,CALLE JUAN PANTOJA 8                                  ,Baja,1,350/2025/08949,VIVIENDAS DE USO TURÍSTICO,21/05/25,350/2025/23757,03/09/25,Conceder
31009106,Conceder,Distrito de Usera                                 ,CALLE JOSE BIELSA 18,BAJA,1,350/2025/09436,VIVIENDAS DE USO TURÍSTICO,28/08/25,,,
11075385,Conceder,Distrito de Carabanchel                           ,CALLE CASTROJERIZ 7,Baja,1,350/2025/09590,VIVIENDAS DE USO TURÍSTICO,23/07/25,,,
11083825,Conceder,Distrito de Usera                                 ,CALLE JESUS DEL GRAN PODER 26,Baja,1,350/2025/09522,VIVIENDAS DE USO TURÍSTICO,07/05/25,350/2025/16803,08/07/25,Conceder
11039912,Conceder,Distrito de Chamberí       ,CALLE HARTZENBUSCH 15                                  ,"BAJA, 1ª, 2ª, 3ª",1,350/2024/28877,VIVIENDAS DE USO TURÍSTICO,13/12/24,350/2025/27423,15/09/25,Conceder
11031217,Conceder,Distrito de Tetuan                                ,CALLE JOSE 4                                              ,Baja,2,350/2025/09696,VIVIENDAS DE USO TURÍSTICO,02/06/25,350/2025/18820,30/07/25,Conceder
11075385,Conceder,Distrito de Carabanchel                           ,CALLE CASTROJERIZ 7                           ,Baja,1,350/2025/09771,VIVIENDAS DE USO TURÍSTICO,14/07/25,,,
11031217,Conceder,Distrito de Tetuan                                ,CALLE JOSE 4                                 ,Baja,1,350/2025/09829,VIVIENDAS DE USO TURÍSTICO,04/06/25,350/2025/18818,23/07/25,Conceder
11016440,Conceder,Distrito de Salamanca                             ,CALLE HERMOSILLA 126                    ,Baja,1,350/2025/09863,VIVIENDAS DE USO TURÍSTICO,12/06/25,350/2026/07873,23/03/26,Conceder
11141311,Conceder,Distrito de Barajas                               ,CALLE CALDERON 3                        ,Baja,1,350/2025/09908,VIVIENDAS DE USO TURÍSTICO,21/05/25,350/2025/38302,16/12/25,Conceder
11075379,Conceder,Distrito de Carabanchel                           ,CALLE CASTROJERIZ 8                          ,Baja,1,350/2025/09940,VIVIENDAS DE USO TURÍSTICO,07/05/25,,,
11075379,Conceder,Distrito de Carabanchel                           ,CALLE CASTROJERIZ 8                  ,Baja,1,350/2025/09957,VIVIENDAS DE USO TURÍSTICO,07/05/25,,,
11103189,Conceder,Distrito de Moratalaz                         ,CALLE CAMINO DE LOS VINATEROS NUM 140,Baja,1,350/2025/10035,VIVIENDAS DE USO TURÍSTICO,09/05/25,350/2025/22689,28/08/25,Conceder
11107070,Conceder,Distrito de Ciudad Lineal                         ,CALLE VILLAESCUSA 8                                ,Baja,1,350/2025/10048,VIVIENDAS DE USO TURÍSTICO,09/05/25,350/2025/16961,10/07/25,Conceder
31024383,Conceder,Distrito de Puente de Vallecas                    ,CALLE SIERRA CARBONERA 6                       ,Primera,1,350/2025/10053,VIVIENDAS DE USO TURÍSTICO,28/08/25,350/2026/14752,13/05/26,Conceder
11101436,Conceder,Distrito de Moratalaz                             ,CALLE PICO DE LOS ARTILLEROS 13         ,Baja,1,350/2025/10067,VIVIENDAS DE USO TURÍSTICO,22/05/25,350/2025/23872,02/09/25,Conceder
11033185,Conceder,Distrito de Tetuan                                ,PLAZA DONOSO 3                               ,Baja,1,350/2025/10074,VIVIENDAS DE USO TURÍSTICO,21/05/25,350/2025/21396,06/08/25,Conceder
11030531,Conceder,Distrito de Tetuan                                ,CALLE ORENSE 69,Baja,3,350/2025/11262,VIVIENDAS DE USO TURÍSTICO,04/07/25,350/2025/40444,30/12/25,Conceder
11070055,Conceder,Distrito de Carabanchel                           ,CALLE ANTONIA LANCHA 36,Baja,1,350/2025/12919,VIVIENDAS DE USO TURÍSTICO,04/06/25,350/2025/39568,19/12/25,Conceder
11085654,Conceder,Distrito de Usera                                 ,CALLE ANTONIO PRIETO 68                                  ,Baja,1,350/2025/13533,VIVIENDAS DE USO TURÍSTICO,03/07/25,350/2025/29852,30/09/25,Conceder
11007119,Conceder,Distrito de Centro                                ,CALLE SAN BERNARDO 20                                  ,Cuarta,5,350/2025/13912,VIVIENDAS DE USO TURÍSTICO,11/12/25,,,
11104620,Conceder,Distrito de Ciudad Lineal                         ,CALLE ASTORGA 16                                           ,Baja,1,350/2025/14079,VIVIENDAS DE USO TURÍSTICO,03/07/25,350/2025/28119,24/09/25,Conceder
11109334,Conceder,Distrito de Ciudad Lineal                          ,CALLE SAMBARA 48,Baja,1,350/2025/15128,VIVIENDAS DE USO TURÍSTICO,18/06/25,350/2025/23769,03/09/25,Conceder
11003843,Conceder,Distrito de Centro                                ,CALLE PRINCIPE 5,Primera,2,350/2025/15787,VIVIENDAS DE USO TURÍSTICO,08/07/25,,,
11003843,Conceder,Distrito de Centro                                ,CALLE PRINCIPE 5                                         ,Tercera,2,350/2025/15808,VIVIENDAS DE USO TURÍSTICO,04/07/25,,,
11106597,Conceder,Distrito de Ciudad Lineal                         ,CALLE GONZALO DE BERCEO 66                                ,Baja,1,350/2025/15970,VIVIENDAS DE USO TURÍSTICO,03/07/25,350/2025/25844,02/09/25,Conceder
11046339,Conceder,Distrito de Fuencarral-El Pardo                   ,CALLE CHANTADA 3                                       ,Baja,1,350/2025/16060,VIVIENDAS DE USO TURÍSTICO,14/08/25,350/2025/26311,02/09/25,Conceder
11086169,Conceder,Distrito de Usera                                 ,CALLE ISABELITA USERA 51                                  ,Baja,1,350/2025/16439,VIVIENDAS DE USO TURÍSTICO,13/08/25,350/2025/34316,06/11/25,Conceder
11087282,Conceder,Distrito de Puente de Vallecas                    ,CALLE CABO DE TARIFA 68                                    ,Baja,3,350/2025/16938,VIVIENDAS DE USO TURÍSTICO,17/09/25,,,
11110851,Conceder,Distrito de Ciudad Lineal                         ,CALLE FERNANDO PESSOA 6                                  ,Baja,1,350/2025/17351,VIVIENDAS DE USO TURÍSTICO,10/07/25,350/2025/30548,06/10/25,Conceder
11099360,Conceder,Distrito de Puente de Vallecas                    ,CALLE SIERRA DE CUERDA LARGA 39                            ,Baja,1,350/2025/18253,VIVIENDAS DE USO TURÍSTICO,05/08/25,350/2025/38672,27/04/26,Conceder
11062847,Conceder,Distrito de Latina                                ,CALLE PASCUAL RODRIGUEZ 11                                 ,Baja,1,350/2025/18351,VIVIENDAS DE USO TURÍSTICO,14/08/25,350/2025/26573,02/09/25,Conceder
11060420,Conceder,Distrito de Latina ,CALLE DOÑA MENCIA 31,Baja,3,350/2025/19632,VIVIENDAS DE USO TURÍSTICO,29/05/25,,,
11105542,Conceder,Distrito de Ciudad Lineal        ,CALLE LAGO CONSTANZA 39,Baja,1,350/2025/19731,VIVIENDAS DE USO TURÍSTICO,03/09/25,,,
11117314,Conceder,Distrito de Hortaleza    ,CALLE AGUSTIN CALVO 30,Baja,2,350/2025/21178,VIVIENDAS DE USO TURÍSTICO,11/11/25,,,
11106201,Conceder,Distrito de Ciudad Lineal        ,CALLE MARCELINO ROA VAZQUEZ 13                            ,Baja,1,350/2025/21689,VIVIENDAS DE USO TURÍSTICO,03/09/25,350/2026/09503,27/03/26,Conceder
11092007,Conceder,Distrito de Puente de Vallecas  ,CALLE PEÑA GORBEA 8,Baja,2,350/2025/21986,VIVIENDAS DE USO TURÍSTICO,16/09/25,350/2025/36073,20/11/25,Conceder
11046977,Conceder,Distrito de Fuencarral-El Pardo   ,CALLE ARZOBISPO MORCILLO 48,Baja,2,350/2025/22489,VIVIENDAS DE USO TURÍSTICO,17/09/25,,,
11046977,Conceder,Distrito de Fuencarral-El Pardo   ,CALLE ARZOBISPO MORCILLO 48,Baja,1,350/2025/22497,VIVIENDAS DE USO TURÍSTICO,16/09/25,350/2026/15209,20/05/26,Conceder
31010932,Conceder,Distrito de Villa de Vallecas  ,CALLE PEÑA NUEVA 74,Baja,3,350/2025/22804,VIVIENDAS DE USO TURÍSTICO,19/09/25,350/2025/37961,05/12/25,Conceder
31016606,Conceder,Distrito de San Blas - Canillejas ,CALLE JUAN RAMON VIZCAINO 6,Baja,1,350/2025/23351,VIVIENDAS DE USO TURÍSTICO,17/09/25,350/2026/01344,20/01/26,Conceder
11106872,Conceder,Distrito de Ciudad Lineal  ,CALLE JUAN BOSCAN 34,Baja,1,350/2025/23767,VIVIENDAS DE USO TURÍSTICO,19/09/25,350/2025/33086,27/10/25,Conceder
11117226,Conceder,Distrito de Hortaleza    ,CALLE TORQUEMADA 27,Baja,1,350/2025/24609,VIVIENDAS DE USO TURÍSTICO,30/09/25,350/2025/40519,09/02/26,Conceder
11046977,Conceder,Distrito de Fuencarral-El Pardo,CALLE ARZOBISPO MORCILLO 48,Baja,2,350/2025/24813,VIVIENDAS DE USO TURÍSTICO,17/09/25,,,
11069448,Conceder,Distrito de Carabanchel   ,CALLE INMACULADA CONCEPCION 30          ,Baja,1,350/2025/25561,VIVIENDAS DE USO TURÍSTICO,24/09/25,350/2025/40297,09/02/26,Conceder
11000207,Conceder,Distrito de Centro ,CALLE GRAN VIA 61,Septima,1,350/2025/25576,VIVIENDAS DE USO TURÍSTICO,01/10/25,,,
11017626,Conceder,Distrito de Salamanca,CALLE FRANCISCO ALTAMIRAS 21,Baja,1,350/2025/25707,VIVIENDAS DE USO TURÍSTICO,10/10/25,350/2025/37330,05/12/25,Conceder
11109727,Conceder,Distrito de Ciudad Lineal ,CALLE VIRGEN DE LOURDES 42,Baja,1,350/2025/25715,VIVIENDAS DE USO TURÍSTICO,19/09/25,350/2026/15613,20/5/2026,Conceder
11069448,Conceder,Distrito de Carabanchel   ,CALLE INMACULADA CONCEPCION 30,Baja,1,350/2025/25868,VIVIENDAS DE USO TURÍSTICO,17/09/25,350/2025/40356,30/12/25,Conceder
11104397,Conceder,Distrito de Ciudad Lineal                         ,CALLE APOSTOL SANTIAGO 57                                  ,Baja,1,350/2025/27273,VIVIENDAS DE USO TURÍSTICO,10/10/25,350/2026/06180,03/03/26,Conceder
11022875,Conceder,Distrito de Chamartín                             ,CALLE SANCHEZ BALDERAS 6                                  ,BAJA,1,350/2025/27316,VIVIENDAS DE USO TURÍSTICO,28/11/25,,,
11011690,Conceder,Distrito de Retiro                                ,CALLE PAJARITOS 15                                       ,Baja,1,350/2025/27421,VIVIENDAS DE USO TURÍSTICO,10/10/25,,,
11059905,Conceder,Distrito de Latina                                ,CALLE SEPULVEDA 45                                        ,"BAJA, 1ª, 2ª, 3ª,4ª, 5ª",10,350/2025/28178,VIVIENDAS DE USO TURÍSTICO,17/02/26,,,
11098424,Conceder,Distrito de Puente de Vallecas,CALLE BENJAMÍN PALENCIA 43,Baja,1,350/2025/28778,VIVIENDAS DE USO TURÍSTICO,20/10/25,,,
11003843,Conceder,Distrito de Centro,CALLE PRINCIPE 5                                          ,Primera,1,350/2025/30046,VIVIENDAS DE USO TURÍSTICO,29/10/25,350/2025/38967,25/03/26,Conceder
11003843,Conceder,Distrito de Centro,CALLE PRINCIPE 5                                          ,Primera,1,350/2025/30054,VIVIENDAS DE USO TURÍSTICO,29/10/25,350/2025/39075,25/03/26,Conceder
11003843,Conceder,Distrito de Centro,CALLE PRINCIPE 5                                          ,Primera,1,350/2025/30058,VIVIENDAS DE USO TURÍSTICO,20/11/25,350/2025/39081,25/03/26,Conceder
11003843,Conceder,Distrito de Centro,CALLE PRINCIPE 5                                          ,Primera,1,350/2025/30063,VIVIENDAS DE USO TURÍSTICO,24/10/25,350/2025/39077,25/03/26,Conceder
11018150,Conceder,Distrito de Salamanca                              ,CALLE CARTAGENA 86,Baja,1,350/2025/30560,VIVIENDAS DE USO TURÍSTICO,17/10/25,350/2025/34843,11/11/25,Conceder
11078687,Conceder,Distrito de Carabanchel                           ,CAMINO VIEJO DE LEGANES 174,Baja,1,350/2025/30814,VIVIENDAS DE USO TURÍSTICO,29/10/25,,,
11000207,Conceder,Distrito de Centro                                ,CALLE GRAN VIA 61,Septima,1,350/2025/30817,VIVIENDAS DE USO TURÍSTICO,07/01/26,,,
31022972,Conceder,Distrito de Villaverde                            ,CALLE LAGUNA DEL MARQUESADO 9,Cuarta,1,350/2025/31496,VIVIENDAS DE USO TURÍSTICO,03/11/25,350/2025/38054,09/01/26,Conceder
11003843,Conceder,Distrito de Centro,CALLE PRINCIPE 5                                          ,Tercera,1,350/2025/31661,VIVIENDAS DE USO TURÍSTICO,01/12/25,350/2025/38655,20/03/26,Conceder
11003843,Conceder,Distrito de Centro,CALLE PRINCIPE 5                                          ,Tercera,1,350/2025/31667,VIVIENDAS DE USO TURÍSTICO,01/12/25,350/2025/38658,12/03/26,Conceder
11003843,Conceder,Distrito de Centro,CALLE PRINCIPE 5                                          ,Tercera,1,350/2025/31671,VIVIENDAS DE USO TURÍSTICO,01/12/25,350/2025/38654,11/03/26,Conceder
11138072,Conceder,Distrito de San Blas - Canillejas                 ,CALLE DIANA 3,Baja y primera,5,350/2025/33531,VIVIENDAS DE USO TURÍSTICO,17/02/26,350/2026/14510,11/05/26,Conceder
11016653,Conceder,Distrito de Salamanca,CALLE SANCHO DAVILA 28,Baja,1,350/2025/33560,VIVIENDAS DE USO TURÍSTICO,19/12/25,350/2026/01389,09/02/26,Conceder
11079100,Conceder,Distrito de Carabanchel                           ,CALLE ARGÜESO 40,Baja,1,350/2025/33925,VIVIENDAS DE USO TURÍSTICO,12/01/26,350/2026/12795,27/04/26,Conceder
11000207,Conceder,Distrito de Centro,CALLE GRAN VIA 61,Septima,1,350/2025/35326,VIVIENDAS DE USO TURÍSTICO,22/12/25,,,
11000207,Conceder,Distrito de Centro,CALLE GRAN VIA 61,Septima,1,350/2025/35329,VIVIENDAS DE USO TURÍSTICO,22/12/25,,,
11127373,Conceder,Distrito de Villaverde                            ,CALLE TURQUESA 13,Baja,1,350/2025/35481,VIVIENDAS DE USO TURÍSTICO,09/03/26,,,
11101132,Conceder,Distrito de Puente de Vallecas,CALLE SIERRA DE JAVALAMBRE 8,Baja,1,350/2025/36229,VIVIENDAS DE USO TURÍSTICO,28/01/26,350/2026/10728,13/04/26,Conceder
11104589,Conceder,Distrito de Ciudad Lineal                         ,CALLE BENIDORM 19,Baja,4,350/2025/37381,VIVIENDAS DE USO TURÍSTICO,13/02/26,,,
11077103,Conceder,Distrito de Carabanchel                           ,CALLE AYAMONTE 2,Baja,2,350/2025/37497,VIVIENDAS DE USO TURÍSTICO,30/12/25,350/2026/01845,09/02/26,Conceder
11029144,Conceder,Distrito de Tetuan                                ,CALLE CICERON 8,Baja,1,350/2025/38523,VIVIENDAS DE USO TURÍSTICO,05/01/26,,,
11029144,Conceder,Distrito de Tetuan                                ,CALLE CICERON 8,Baja,1,350/2025/38721,VIVIENDAS DE USO TURÍSTICO,11/02/26,,,
11096653,Conceder,Distrito de Puente de Vallecas                              ,CALLE RAFAEL FERNANDEZ HIJICOS 2,Baja,1,350/2025/40040,VIVIENDAS DE USO TURÍSTICO,11/02/26,,,
11036985,Conceder,Distrito de Tetuan                                ,CALLE RUIZ PALACIOS 37,Baja,1,350/2025/40518,VIVIENDAS DE USO TURÍSTICO,13/02/26,,,
11084010,Conceder,Distrito de Usera                              ,CALLE RAMON LUJAN 12,Baja,1,350/2026/01204,VIVIENDAS DE USO TURÍSTICO,24/02/26,350/2026/11640,16/04/26,Conceder
11022541,Conceder,Distrito de Chamartín                             ,PASAJE PRADILLO 11                                      ,Baja,1,350/2026/02203,VIVIENDAS DE USO TURÍSTICO,16/04/26,,,
11046443,Conceder,Distrito de Fuencarral - El Pardo                     ,CALLE SARRIA 42,Baja,3,350/2026/02536,VIVIENDAS DE USO TURÍSTICO,24/02/26,,,
11060211,Conceder,Distrito de Latina,CALLE ANTONIO ZAMORA 14,Baja,1,350/2026/03477,VIVIENDAS DE USO TURÍSTICO,17/03/26,,,
11033807,Conceder,Distrito de Tetuan                                ,CALLE AZUCENAS 12                                          ,Baja,1,350/2026/04003,VIVIENDAS DE USO TURÍSTICO,25/03/26,,,
11068989,Conceder,Distrito de Carabanchel                           ,CALLE SAN DAVID 2                                         ,Baja,1,350/2026/05855,VIVIENDAS DE USO TURÍSTICO,27/03/26,,,
11095167,Conceder,Distrito de Puente de Vallecas                    ,CALLE ARROYO DEL OLIVAR 30                                 ,Baja,1,350/2026/06075,VIVIENDAS DE USO TURÍSTICO,24/04/26,,,
11090791,Conceder,Distrito de Puente de Vallecas                    ,CALLE CARDEÑOSA 24                                         ,Baja,1,350/2026/06113,VIVIENDAS DE USO TURÍSTICO,29/03/26,,,
11137298,Conceder,Distrito de San Blas - Canillejas                 ,CALLE LA ILIADA 33                                         ,Baja,1,350/2026/07111,VIVIENDAS DE USO TURÍSTICO,23/04/26,,,
11106570,Conceder,Distrito de Ciudad Lineal                         ,CALLE EMILIO FERRARI 96                                    ,Baja,1,350/2026/07191,VIVIENDAS DE USO TURÍSTICO,29/03/26,,,
11062400,Conceder,Distrito de Latina                                ,CALLE VICENTE CAMARON 17                                   ,Baja,1,350/2026/08143,VIVIENDAS DE USO TURÍSTICO,20/04/26,,,
11029141,Conceder,Distrito de Tetuan                                ,CALLE ARTISTAS 39                                          ,Segunda,1,350/2026/08479,VIVIENDAS DE USO TURÍSTICO,20/04/26,,,
11090789,Conceder,Distrito de Puente de Vallecas                    ,CALLE CARDEÑOSA 20                                         ,Baja,1,350/2026/08526,VIVIENDAS DE USO TURÍSTICO,08/04/26,,,
11107200,Conceder,Distrito de Ciudad Lineal                         ,CALLE GANDHI 17                                            ,Baja,1,350/2026/08674,VIVIENDAS DE USO TURÍSTICO,16/04/26,,,
11106570,Conceder,Distrito de Ciudad Lineal                         ,CALLE EMILIO FERRARI 96,Baja,1,350/2026/09724,VIVIENDAS DE USO TURÍSTICO,06/05/26,,,
11061967,Conceder,Distrito de Ciudad Lineal                         ,CALLE NAVAS DEL REY 3,Baja,1,350/2026/10235,VIVIENDAS DE USO TURÍSTICO,20/04/26,,,
11109660,Conceder,Distrito de Ciudad Lineal                         ,CALLE VIRGEN DE LA PAZ 12,Baja y Primera,2,350/2026/12756,VIVIENDAS DE USO TURÍSTICO,20/05/26,,,
11017908,Conceder,Distrito de Salamanca,AVENIDA BRUSELAS 72,BAJA,9,500/2019/01019,VIVIENDAS DE USO TURÍSTICO,06/03/19,500/2019/10519,15/09/19,Conceder
11002517,Conceder,Distrito de Centro,CALLE CALVARIO  25,BAJA,1,500/2019/01607,VIVIENDAS DE USO TURÍSTICO,12/03/19,500/2019/13195,09/01/20,Conceder
11055462,Conceder,Distrito de Moncloa-Aravaca,CALLE SANCHEZ PRECIADO 22,BAJA,1,500/2019/11673,VIVIENDAS DE USO TURÍSTICO,13/11/19,500/2020/06822,16/12/20,Conceder
11055462,Conceder,Distrito de Moncloa-Aravaca,CALLE SANCHEZ PRECIADO  22,BAJA,1,500/2019/11680,VIVIENDAS DE USO TURÍSTICO,13/11/19,500/2020/06823,16/12/20,Conceder
11070349,Conceder,Distrito de Carabanchel,CALLE VALLE DE ORO 8,BAJA,1,500/2019/12154,VIVIENDAS DE USO TURÍSTICO,28/09/20,500/2022/07305,28/11/22,Conceder
11002221,Conceder,Distrito de Centro,CALLE AMPARO 68,BAJA,1,500/2019/13447,VIVIENDAS DE USO TURÍSTICO,12/01/20,500/2020/02421,07/04/20,Conceder
11023863,Conceder,Distrito de Chamartín,CALLE GENERAL ZABALA 19,BAJA,2,500/2019/14052,VIVIENDAS DE USO TURÍSTICO,10/03/20,500/2020/06053,14/10/20,Conceder
11141740,Conceder,Distrito de Centro,CALLE ALAGON 22,BAJA,1,500/2020/00137,VIVIENDAS DE USO TURÍSTICO,16/02/20,500/2021/02263,31/05/21,Conceder
11063887,Conceder,Distrito de Latina,CALLE CARLINA 4,SOTANO,2,500/2020/00690,VIVIENDAS DE USO TURÍSTICO,30/03/20,500/2021/00334,08/02/21,Conceder
11033309,Conceder,Distrito de Tetuan,CALLE MOLINA 28,BAJA,1,500/2020/00887,VIVIENDAS DE USO TURÍSTICO,10/03/20,500/2021/07309,19/10/21,Conceder
11033310,Conceder,Distrito de Tetuan,CALLE MOLINA 30,BAJA,1,500/2020/00904,VIVIENDAS DE USO TURÍSTICO,25/02/20,500/2021/07340,25/11/21,Conceder
11018700,Conceder,Distrito de Salamanca,CALLE COSLADA 24,BAJA,1,500/2020/01110,VIVIENDAS DE USO TURÍSTICO,22/05/20,500/2020/04634,28/09/20,Conceder
11083733,Conceder,Distrito de Usera,AVENIDA MANZANARES 214,BAJA,1,500/2020/01246,VIVIENDAS DE USO TURÍSTICO,29/04/20,500/2020/05918,01/12/20,Conceder
11006007,Conceder,Distrito de Centro,CALLE SAN VICENTE FERRER 43,BAJA Y SOTANO,1,500/2020/01345,VIVIENDAS DE USO TURÍSTICO,10/03/20,500/2021/00627,11/02/21,Conceder
11029252,Conceder,Distrito de Tetuan,CALLE ORENSE 3,BAJA,1,500/2020/01491,VIVIENDAS DE USO TURÍSTICO,10/03/20,350/2025/18906,01/08/25,Conceder
11012428,Conceder,Distrito de Retiro,FERNAN GONZALEZ 50,BAJA,1,500/2020/01576,VIVIENDAS DE USO TURÍSTICO,12/03/20,500/2022/01027,04/02/25,Conceder
11000848,Conceder,Distrito de Centro,CALLE AGUAS 3,BAJA,1,500/2020/01833,VIVIENDAS DE USO TURÍSTICO,16/04/20,500/2022/02909,19/04/22,Conceder
11080710,Conceder,Distrito de Usera,CALLE GRAN AVENIDA 41,BAJA,1,500/2020/01990,VIVIENDAS DE USO TURÍSTICO,29/04/20,500/2020/07363,16/12/20,Conceder
11082061,Conceder,Distrito de Usera,CALLE OTEIZA 48,BAJA,1,500/2020/01991,VIVIENDAS DE USO TURÍSTICO,13/04/20,500/2020/07277,12/01/21,Conceder
11098320,Conceder,Distrito de Puente de Vallecas,CALLE CALELLA 2,BAJA,1,500/2020/01994,VIVIENDAS DE USO TURÍSTICO,01/04/20,500/2020/06583,12/01/21,Conceder
11080762,Conceder,Distrito de Usera,CALLE PRADOLONGO 1,BAJA,1,500/2020/01995,VIVIENDAS DE USO TURÍSTICO,01/04/20,500/2020/06866,14/12/20,Conceder
11039131,Conceder,Distrito de Chamberí,CALLE HILARION ESLAVA 60 ,BAJA Y SOTANO,2,500/2020/02181,VIVIENDAS DE USO TURÍSTICO,02/04/20,500/2022/07284,28/10/22,Conceder
11029375,Conceder,Distrito de Tetuan,CALLE OVIEDO 4 ,BAJA,1,500/2020/02189,VIVIENDAS DE USO TURÍSTICO,13/04/20,,,
11065405,Conceder,Distrito de Latina,CALLE MAQUEDA 141,BAJA,1,500/2020/02312,VIVIENDAS DE USO TURÍSTICO,07/04/20,500/2021/00538,11/02/21,Conceder
11060232,Conceder,Distrito de Latina,CALLE JUAN TORNERO  24,BAJA,1,500/2020/02324,VIVIENDAS DE USO TURÍSTICO,18/06/20,,,
20004830,Conceder,Distrito de Centro,CALLE ZURITA 16,BAJA,1,500/2020/02337,VIVIENDAS DE USO TURÍSTICO,13/04/20,500/2023/00134,02/06/23,Conceder
20086929,Conceder,Distrito de Latina,CALLE GOTARRENDURA 6,BAJA,2,500/2020/02511,VIVIENDAS DE USO TURÍSTICO,22/04/20,500/2020/06116,10/12/20,Conceder
11029191,Conceder,Distrito de Tetuan,CALLE ARTISTAS 38,BAJA Y SOTANO,1,500/2020/02605,VIVIENDAS DE USO TURÍSTICO,30/04/20,500/2021/01049,17/03/21,Conceder
11002000,Conceder,Distrito de Centro,CALLE OSO 3,BAJA,2,500/2020/02628,VIVIENDAS DE USO TURÍSTICO,29/04/20,500/2023/00056,23/03/23,Conceder
20158964,Conceder,Distrito de San Blas - Canillejas,CALLE ETRURIA 7,BAJA Y SOTANO,2,500/2020/02829,VIVIENDAS DE USO TURÍSTICO,08/05/20,,,
